decoyID	mean_phylop	max_phylop	fraction_constrained	fraction_constrained_p01	sum_positive_phylop
NUP205_135597413_C	83.119585	321.616000	0.415094	0.415094	6946.217000
NUP205_135606221_C	129.775966	321.801000	0.706897	0.706897	12934.860000
NUP205_135617242_C	51.384691	321.616000	0.309091	0.309091	4819.088000
NUP205_135617677_C	2.329757	321.616000	0.378378	0.378378	3808.790000
NUP205_135619426_P	55.503892	321.616000	0.405405	0.405405	4787.313000
NUP205_135619563_P	-75.288622	319.100000	0.135135	0.135135	1565.997000
NUP205_135619883_C	106.050429	321.616000	0.489796	0.489796	5757.936000
NUP205_135622920_C	82.488200	321.616000	0.628571	0.628571	5524.938000
NUP205_135626096_P	-0.199837	1.075000	0.000000	0.000000	11.428000
NUP205_135630605_P	-0.046673	1.291000	0.000000	0.000000	15.951000
NUP205_135644438_P	-0.334755	1.959000	0.040816	0.000000	13.602000
NUP205_135644684_P	0.277612	1.512000	0.040816	0.000000	21.055000
NUP205_135645013_C	-24.664679	321.616000	0.396226	0.396226	2983.128000
NUP205_135646033_P	-0.605776	1.494000	0.020408	0.000000	5.765000
OPN1SW_128773837_P	106.357150	321.616000	0.600000	0.600000	7359.413000
OPN1SW_128774980_C	13.165732	321.616000	0.285714	0.285714	3498.378000
PARP12_140041638_C	50.367794	321.616000	0.352941	0.352941	2320.509000
PARP12_140057288_P	-0.297469	1.451000	0.020408	0.000000	12.417000
PAXIP1_154946673_C	-38.476347	321.616000	0.204082	0.204082	2547.032000
PAXIP1_154964546_P	-0.380531	1.324000	0.020408	0.000000	9.172000
PAXIP1_155002735_P	-0.461061	0.721000	0.000000	0.000000	8.838000
PAXIP1_155002843_C	54.303121	321.801000	0.586207	0.586207	10258.285000
PDIA4_149005577_P	-0.390082	0.961000	0.000000	0.000000	7.444000
PDIA4_149005891_C	15.313244	321.616000	0.422222	0.422222	4442.840000
PLXNA4_132146504_C	-0.728400	321.616000	0.218182	0.218182	3832.164000
PLXNA4_132185293_C	-70.950418	321.616000	0.145455	0.145455	2560.613000
PLXNA4_132222619_P	-0.284633	1.104000	0.000000	0.000000	11.413000
PLXNA4_132570030_P	-0.418735	0.969000	0.000000	0.000000	10.493000
PNPLA8_108477923_P	0.009857	1.286000	0.000000	0.000000	16.358000
PNPLA8_108487753_C	47.658655	321.616000	0.344828	0.344828	3142.408000
PNPLA8_108497684_P	65.610826	319.100000	0.478261	0.478261	3167.204000
PNPLA8_108521470_C	0.048500	2.072000	0.086207	0.051724	25.357000
POT1_124857748_P	-0.849918	-0.630000	0.000000	0.000000	0.000000
POT1_124858951_C	-31.680000	321.616000	0.406250	0.406250	4094.388000
POT1_124871065_P	144.825444	321.616000	0.583333	0.583333	6597.376000
POT1_124892260_C	1.861966	4.142000	0.517241	0.431034	114.507000
POT1_124894427_P	0.133714	1.681000	0.020408	0.000000	21.037000
POT1_124897594_P	0.224796	1.233000	0.000000	0.000000	22.306000
POT1_124928809_C	0.902931	3.016000	0.293103	0.172414	59.943000
POT1_124929788_C	-0.097052	2.392000	0.068966	0.034483	21.831000
PTPRZ1_121921538_P	0.203204	2.861000	0.061224	0.061224	22.703000
PTPRZ1_122019263_C	-8.319979	321.616000	0.500000	0.500000	5696.068000
PTPRZ1_122032067_P	0.010980	1.912000	0.102041	0.000000	20.255000
PTPRZ1_122034373_C	120.421972	321.616000	0.722222	0.722222	5996.999000
PTPRZ1_122040738_P	-0.203918	1.791000	0.040816	0.000000	11.648000
PTPRZ1_122058937_C	-0.385962	321.616000	0.226415	0.226415	3826.431000
RBM28_128321569_P	-0.302776	1.032000	0.000000	0.000000	8.617000
RBM28_128324489_P	0.152367	2.111000	0.081633	0.061224	20.878000
RBM28_128326178_P	-1.221571	-1.135000	0.000000	0.000000	0.000000
RBM28_128333284_C	62.987710	319.100000	0.290323	0.290323	2793.500000
RBM28_128337125_C	0.610224	2.751000	0.258621	0.103448	48.226000
RBM28_128339073_P	0.330265	2.094000	0.061224	0.020408	26.042000
RBM28_128339627_C	38.645640	319.100000	0.320000	0.320000	4978.343000
RBM28_128343670_C	110.785054	321.801000	0.678571	0.678571	11931.613000
RBM33_155764013_C	1.056500	4.583000	0.413793	0.344828	77.827000
RBM33_155764130_P	-0.940408	0.398000	0.000000	0.000000	2.786000
RHEB_151485087_P	-0.024571	1.898000	0.040816	0.000000	19.172000
RHEB_151519454_C	1.081259	2.492000	0.396552	0.137931	66.228000
SLC13A1_123117593_P	-6.406182	321.616000	0.340909	0.340909	3822.488000
SLC13A1_123123120_C	-23.680510	321.616000	0.265306	0.265306	3563.793000
SLC13A1_123123513_P	0.213490	1.681000	0.061224	0.000000	21.374000
SLC13A1_123128839_C	152.843571	321.616000	0.642857	0.642857	2815.664000
SLC13A1_123129689_P	-0.012429	2.102000	0.081633	0.020408	19.519000
SLC13A1_123199842_C	1.014052	4.181000	0.275862	0.258621	74.536000
SLC13A4_135691542_C	-6.978039	321.616000	0.176471	0.176471	2591.470000
SLC13A4_135692540_P	-0.364082	1.210000	0.000000	0.000000	8.726000
SLC13A4_135694131_C	9.662447	309.293000	0.157895	0.157895	1636.410000
SLC13A4_135703741_P	-0.236224	2.223000	0.040816	0.020408	14.567000
SLC35B4_134296731_P	0.075122	1.275000	0.000000	0.000000	17.373000
SLC35B4_134299517_C	151.999534	321.801000	0.741379	0.741379	13578.704000
SLC35B4_134301441_P	-0.243939	1.554000	0.020408	0.000000	10.281000
SLC35B4_134301755_C	1.620552	3.652000	0.431034	0.344828	96.731000
SLC35B4_134306086_P	-0.126571	1.676000	0.020408	0.000000	14.076000
SLC35B4_134309360_C	27.078579	321.616000	0.280702	0.280702	4260.395000
SLC35B4_134316669_C	111.408293	321.801000	0.672414	0.672414	12115.372000
SLC35B4_134316803_P	0.318061	2.032000	0.061224	0.020408	26.981000
SLC37A3_140343097_P	-0.406633	1.607000	0.020408	0.000000	9.082000
SLC37A3_140345210_C	-63.486635	321.616000	0.230769	0.230769	2365.856000
SLC37A3_140348620_C	-29.455643	321.616000	0.160714	0.160714	2882.189000
SLC37A3_140369274_P	0.051082	1.416000	0.061224	0.000000	18.604000
SLC4A2_151059757_C	0.361086	2.671000	0.172414	0.051724	34.397000
SLC4A2_151060457_P	0.757184	3.012000	0.285714	0.102041	44.839000
SLC4A2_151062033_C	0.271741	2.913000	0.293103	0.086207	38.434000
SLC4A2_151064829_P	0.359776	3.968000	0.204082	0.142857	33.817000
SLC4A2_151066347_P	-0.750061	1.348000	0.020408	0.000000	4.029000
SLC4A2_151070077_C	31.224478	321.616000	0.413043	0.413043	4348.875000
SLC4A2_151071477_P	114.123978	321.616000	0.466667	0.466667	6642.867000
SLC4A2_151071600_C	40.291429	321.616000	0.448980	0.448980	4919.980000
SLC4A2_151072131_C	-32.679375	321.616000	0.437500	0.437500	2984.532000
SLC4A2_151076444_P	0.392878	2.201000	0.142857	0.020408	30.265000
SMO_129189477_C	0.881138	3.610000	0.379310	0.224138	63.865000
SMO_129205281_P	136.875523	321.616000	0.727273	0.727273	9032.305000
SMO_129206582_C	51.036043	321.616000	0.673913	0.673913	5312.343000
SMO_129210761_P	-0.304510	1.314000	0.040816	0.000000	10.416000
SMO_129211108_C	70.182860	321.616000	0.488372	0.488372	4177.168000
SMO_129211315_P	-0.294000	1.126000	0.000000	0.000000	7.352000
SND1_127652446_C	2.276172	3.678000	0.706897	0.637931	134.267000
SND1_127707642_C	55.097082	321.616000	0.428571	0.428571	6642.930000
SND1_127721395_C	54.086692	321.616000	0.461538	0.461538	4455.216000
SND1_127745370_P	-0.171653	0.779000	0.000000	0.000000	10.412000
SND1_127837824_P	-0.081714	1.471000	0.061224	0.000000	12.142000
SND1_127929500_P	-0.112388	1.071000	0.000000	0.000000	13.116000
SND1_127977417_P	0.695204	2.111000	0.285714	0.102041	44.248000
SND1_127991051_C	-75.033633	321.616000	0.387755	0.326531	2656.037000
SPAM1_123943086_P	-0.794061	-0.641000	0.000000	0.000000	0.000000
SPAM1_123947783_C	0.184414	2.186000	0.155172	0.086207	30.370000
ST7_116953686_C	0.979517	3.041000	0.379310	0.172414	62.977000
ST7_117008473_P	0.357163	2.121000	0.163265	0.020408	27.559000
ST7_117130240_P	74.267821	319.100000	0.358974	0.358974	4369.340000
ST7_117131542_P	0.091163	2.151000	0.081633	0.040816	23.353000
ST7_117170971_C	-26.230000	321.616000	0.288889	0.288889	4141.481000
ST7_117182968_P	0.126000	2.101000	0.102041	0.040816	22.053000
ST7_117190931_C	-56.833415	321.616000	0.390244	0.390244	4087.753000
ST7_117219171_C	60.587800	321.616000	0.490909	0.490909	5782.531000
STRA8_135232674_P	-0.016184	1.036000	0.000000	0.000000	15.036000
STRA8_135240711_C	0.650431	4.086000	0.258621	0.172414	54.011000
STRIP2_129434596_C	1.229638	3.796000	0.413793	0.275862	79.191000
STRIP2_129440086_C	1.002776	3.166000	0.396552	0.362069	73.912000
STRIP2_129455739_P	0.226510	2.516000	0.183673	0.040816	31.720000
STRIP2_129463297_P	0.167286	1.952000	0.081633	0.000000	21.545000
STRIP2_129464496_P	0.039245	1.444000	0.020408	0.000000	15.949000
STRIP2_129464733_C	42.826377	321.616000	0.396226	0.396226	5727.986000
STRIP2_129470710_C	123.677000	321.616000	0.512821	0.512821	5015.894000
STRIP2_129480576_P	0.249286	1.766000	0.081633	0.000000	24.819000
SVOPL_138621040_C	67.739037	321.616000	0.333333	0.333333	2543.548000
SVOPL_138623895_P	-1.062082	-0.630000	0.000000	0.000000	0.000000
TBXAS1_139778466_C	-0.018845	1.578000	0.034483	0.000000	19.864000
TBXAS1_139959107_P	1.156408	3.379000	0.448980	0.102041	60.481000
TCAF1_143860746_P	-0.316082	0.884000	0.000000	0.000000	8.144000
TCAF1_143875983_C	15.478345	321.616000	0.218182	0.218182	3527.164000
TFEC_115973184_P	-0.250245	1.769000	0.020408	0.000000	10.327000
TFEC_116030627_C	1.636672	3.920000	0.655172	0.327586	95.536000
TMEM168_112776192_P	-0.195204	0.905000	0.000000	0.000000	8.980000
TMEM168_112783692_C	12.322232	321.616000	0.285714	0.285714	5054.710000
TMEM209_130173819_C	25.187642	321.616000	0.301887	0.301887	5067.006000
TMEM209_130174049_P	0.137653	2.125000	0.081633	0.020408	20.677000
TMEM209_130174115_P	0.389000	1.674000	0.061224	0.000000	27.201000
TMEM209_130178396_C	53.272982	321.801000	0.589286	0.589286	10380.741000
TMEM209_130180174_P	0.239306	1.012000	0.000000	0.000000	24.276000
TMEM209_130205367_C	0.872466	2.546000	0.344828	0.206897	65.263000
TNPO3_128956923_P	-0.063653	1.772000	0.040816	0.000000	15.562000
TNPO3_129054645_C	-7.572440	321.616000	0.420000	0.420000	6326.359000
TRIM24_138460907_C	0.116224	1.688000	0.068966	0.000000	23.065000
TRIM24_138472018_P	-0.240959	0.775000	0.000000	0.000000	11.640000
TRIM24_138497860_P	-1.035694	-0.695000	0.000000	0.000000	0.000000
TRIM24_138504403_C	-27.923208	321.616000	0.479167	0.479167	4482.693000
TRIM24_138519316_C	29.991093	321.616000	0.537037	0.537037	4564.519000
TRIM24_138526553_P	-0.237367	0.453000	0.000000	0.000000	8.154000
TRIM24_138529225_C	27.382058	321.616000	0.384615	0.384615	4523.402000
TRIM24_138530613_P	-0.921306	-0.679000	0.000000	0.000000	0.000000
TRIM24_138550929_P	-0.203816	1.100000	0.000000	0.000000	12.344000
TRIM24_138550973_P	-0.156744	1.668000	0.069767	0.000000	13.391000
TRIM24_138554961_C	1.986034	4.125000	0.603448	0.396552	116.197000
TRIM24_138577583_C	1.313069	4.073000	0.413793	0.362069	84.771000
TRIM24_138580689_C	70.747438	321.616000	0.812500	0.812500	4148.331000
TRIM24_138581766_C	-3.443643	321.616000	0.303571	0.303571	5341.816000
TRIM24_138582199_P	-0.385878	1.374000	0.040816	0.000000	7.864000
TRPV5_142912476_C	16.662071	321.616000	0.464286	0.464286	3911.631000
TRPV5_142915382_P	11.414179	321.616000	0.282051	0.282051	2069.746000
TSGA13_130672990_P	-0.075429	1.410000	0.020408	0.000000	14.001000
TSGA13_130686438_C	0.317690	2.601000	0.051724	0.034483	34.187000
TSPAN12_120810457_C	44.310250	321.616000	0.375000	0.375000	3745.807000
TSPAN12_120814658_P	-0.286939	1.666000	0.040816	0.000000	13.003000
TSPAN12_120840248_P	0.359204	1.473000	0.061224	0.000000	26.110000
TSPAN12_120849516_P	0.106735	1.958000	0.081633	0.000000	24.319000
TSPAN12_120856692_C	-117.063000	321.616000	0.230769	0.230769	3762.997000
TSPAN12_120857814_C	0.599431	2.631000	0.275862	0.017241	44.476000
TTC26_139133855_C	0.651086	2.960000	0.293103	0.189655	55.262000
TTC26_139134787_C	114.906579	321.616000	0.684211	0.684211	7288.741000
TTC26_139147285_C	27.955214	321.616000	0.357143	0.267857	4791.730000
TTC26_139154562_P	-1.331306	-1.299000	0.000000	0.000000	0.000000
TTC26_139179268_P	-0.139510	0.839000	0.000000	0.000000	9.765000
TTC26_139181091_P	3.608780	321.616000	0.292683	0.292683	3795.331000
TTC26_139181193_C	44.482923	321.616000	0.641026	0.641026	5257.973000
TTC26_139184251_P	-0.141592	0.979000	0.000000	0.000000	14.119000
UBE3C_157139333_C	0.711483	2.603000	0.362069	0.206897	54.106000
UBE3C_157182499_P	-0.533469	1.877000	0.020408	0.000000	6.358000
UBE3C_157184024_C	124.853400	321.616000	0.857143	0.857143	5625.459000
UBE3C_157201563_P	0.034980	1.089000	0.000000	0.000000	14.422000
UBE3C_157216966_C	-19.335978	321.616000	0.288889	0.288889	4092.476000
UBE3C_157243208_P	-0.404694	0.570000	0.000000	0.000000	6.840000
VIPR2_159031932_C	17.165852	321.616000	0.240741	0.240741	3828.678000
VIPR2_159054307_P	-0.383714	0.551000	0.000000	0.000000	7.714000
WASL_123686946_P	0.039633	1.254000	0.000000	0.000000	18.399000
WASL_123692341_C	-37.357306	321.616000	0.224490	0.224490	3424.452000
WDR60_158856745_C	0.081879	1.793000	0.051724	0.000000	25.272000
WDR60_158870185_P	-0.512122	0.376000	0.000000	0.000000	3.384000
WDR60_158884306_P	-0.579714	-0.416000	0.000000	0.000000	0.000000
WDR60_158901811_C	175.797600	321.616000	0.657143	0.657143	6797.404000
WDR60_158920559_P	-0.359796	0.802000	0.000000	0.000000	5.563000
WDR60_158923728_C	-20.494157	321.616000	0.352941	0.235294	3808.849000
WEE2_141709095_C	0.392017	3.981000	0.224138	0.137931	45.820000
WEE2_141709693_P	-0.437327	1.034000	0.000000	0.000000	7.257000
WEE2_141714321_P	144.575000	321.616000	0.666667	0.666667	4771.166000
WEE2_141714604_P	-0.215694	1.135000	0.000000	0.000000	11.175000
WEE2_141723275_C	-64.380250	321.616000	0.227273	0.227273	2738.175000
WEE2_141723679_P	-0.206408	0.899000	0.000000	0.000000	9.768000
WEE2_141727441_C	21.485431	321.616000	0.294118	0.294118	4397.010000
WEE2_141729668_C	102.397227	321.616000	0.545455	0.545455	7411.470000
ZC3HAV1L_139028427_P	0.068959	1.039000	0.000000	0.000000	18.243000
ZC3HAV1L_139034537_C	1.369724	4.266000	0.396552	0.362069	95.141000
ZC3HAV1_139053959_C	0.422810	3.934000	0.224138	0.206897	49.549000
ZC3HAV1_139080047_P	-0.203633	2.920000	0.102041	0.040816	21.940000
ZNF212_149250543_C	0.549397	3.825000	0.258621	0.241379	54.717000
ZNF212_149252875_P	-0.426551	1.276000	0.000000	0.000000	9.437000
ZNF277_112327822_C	20.742583	321.616000	0.354167	0.354167	4118.518000
ZNF277_112329933_P	-0.037469	2.018000	0.040816	0.040816	15.394000
ZNF282_149195749_C	0.734207	3.309000	0.275862	0.051724	49.760000
ZNF282_149196162_P	-0.394041	2.148000	0.040816	0.020408	10.874000
ZNF398_149126650_C	-0.436931	1.049000	0.000000	0.000000	7.488000
ZNF398_149155222_P	-1.220000	-0.705000	0.000000	0.000000	0.000000
ZNF467_149770993_C	0.183034	2.239000	0.068966	0.034483	26.541000
ZNF467_149772405_P	4.988224	321.801000	0.510204	0.510204	7924.538000
ZNF746_149494309_P	1.882694	3.732000	0.693878	0.530612	96.460000
ZNF746_149497507_C	0.333345	1.695000	0.034483	0.000000	26.773000
ZNF775_150388102_P	-0.249857	1.596000	0.020408	0.000000	10.596000
ZNF775_150388496_C	0.175603	2.197000	0.103448	0.034483	29.310000
ZNF777_149455171_C	1.104000	4.236000	0.362069	0.344828	91.618000
ZNF777_149457176_P	-0.237429	1.317000	0.040816	0.000000	13.268000
ZNF862_149838630_C	0.645466	3.177000	0.241379	0.034483	47.243000
ZNF862_149858776_P	-0.342102	1.340000	0.020408	0.000000	8.949000
ADAM18_39584672_C	-0.403414	2.240000	0.068966	0.051724	18.865000
ADAM18_39608747_P	-0.315531	2.223000	0.040816	0.020408	10.916000
ADAM18_39610701_C	0.233897	3.185000	0.068966	0.068966	35.171000
ADAM18_39663643_P	-0.045469	1.370000	0.081633	0.000000	15.492000
ADAM28_24294190_C	0.092603	3.279000	0.137931	0.086207	29.841000
ADAM28_24300072_C	0.709241	3.366000	0.275862	0.172414	52.774000
ADAM28_24311067_P	-0.110143	2.463000	0.122449	0.020408	21.646000
ADAM28_24319925_P	-0.119592	1.660000	0.020408	0.000000	15.607000
ADAM28_24323998_C	-18.204260	321.616000	0.520000	0.380000	4757.377000
ADAM28_24335636_C	2.757766	321.616000	0.319149	0.319149	2913.853000
ADAM28_24341752_C	-14.271674	321.616000	0.478261	0.347826	4111.622000
ADAM28_24350977_P	-0.046061	1.700000	0.061224	0.000000	20.506000
ADAM28_24351121_P	-0.217163	2.624000	0.040816	0.020408	14.447000
ADAM28_24351754_P	-0.090224	1.847000	0.020408	0.000000	11.715000
ADAM2_39749306_C	-0.663569	2.543000	0.103448	0.017241	19.706000
ADAM2_39755722_C	0.450190	2.711000	0.241379	0.155172	44.673000
ADAM2_39814409_P	0.008959	1.132000	0.000000	0.000000	17.839000
ADAM2_39821954_P	-0.023122	1.329000	0.040816	0.000000	16.283000
ADAM2_39834252_P	-0.119347	0.964000	0.000000	0.000000	11.624000
ADAM2_39838125_C	-0.404621	2.008000	0.068966	0.017241	14.766000
ADAM7_24441155_C	0.944500	2.857000	0.396552	0.275862	62.773000
ADAM7_24442571_C	0.284310	2.828000	0.189655	0.120690	37.976000
ADAM7_24454616_P	-1.827816	-1.632000	0.000000	0.000000	0.000000
ADAM7_24466983_C	0.298414	2.893000	0.172414	0.086207	35.409000
ADAM7_24468314_P	0.130898	2.009000	0.142857	0.040816	24.172000
ADAM7_24482306_C	0.882862	2.743000	0.431034	0.258621	63.605000
ADAM7_24491734_P	-0.018184	1.722000	0.081633	0.000000	20.487000
ADAM7_24493224_C	79.577447	321.616000	0.789474	0.578947	4810.715000
ADAM7_24499863_P	-0.147449	0.917000	0.000000	0.000000	10.404000
ADAM7_24500251_C	0.727431	3.775000	0.224138	0.137931	53.134000
ADAM7_24501302_P	-0.323918	0.899000	0.000000	0.000000	5.615000
ADAM7_24507371_P	-0.417449	1.280000	0.000000	0.000000	10.725000
ADAM9_38997155_C	0.963569	3.329000	0.413793	0.103448	63.959000
ADAM9_39054222_P	0.088796	1.445000	0.020408	0.000000	20.092000
ADAM9_39082328_P	0.365898	2.296000	0.183673	0.020408	29.361000
ADAM9_39083068_C	73.670500	321.616000	0.547619	0.547619	5772.770000
ADAMDEC1_24384587_C	0.381034	2.536000	0.206897	0.155172	40.632000
ADAMDEC1_24388131_P	-0.965020	-0.630000	0.000000	0.000000	0.000000
ADAMDEC1_24393777_P	-0.235367	1.675000	0.040816	0.000000	16.244000
ADAMDEC1_24395461_P	-0.104714	1.329000	0.040816	0.000000	13.621000
ADAMDEC1_24398189_P	-0.041816	1.269000	0.000000	0.000000	15.381000
ADAMDEC1_24399035_C	0.808500	3.737000	0.293103	0.206897	63.214000
ADAMDEC1_24399469_C	0.588724	3.427000	0.293103	0.189655	57.846000
ADAMDEC1_24402087_C	0.879793	4.108000	0.344828	0.275862	71.066000
ADGRA2_37797529_C	61.736200	321.616000	0.380000	0.380000	5952.933000
ADGRA2_37814962_C	1.193517	3.839000	0.448276	0.379310	90.771000
ADGRA2_37831521_P	37.526152	321.616000	0.413043	0.413043	5569.508000
ADGRA2_37840759_P	17.900641	321.616000	0.282051	0.282051	3500.918000
AF131215.3_11125755_C	-0.271810	0.625000	0.000000	0.000000	12.500000
AF131215.3_11126150_P	-0.923347	-0.643000	0.000000	0.000000	0.000000
AGPAT5_6708882_C	44.509167	321.616000	0.666667	0.666667	4786.736000
AGPAT5_6710777_P	0.080694	1.975000	0.040816	0.000000	19.853000
AGPAT5_6724934_C	114.560500	321.801000	0.692308	0.692308	11003.043000
AGPAT5_6731370_P	-0.379347	0.519000	0.000000	0.000000	6.747000
ANGPT2_6521323_P	146.672906	321.616000	0.656250	0.656250	5721.285000
ANGPT2_6532326_C	50.406932	321.616000	0.295455	0.295455	3152.107000
ANK1_41665939_P	-0.370000	1.602000	0.040816	0.000000	11.493000
ANK1_41696357_C	17.596827	321.616000	0.269231	0.269231	3931.094000
ANK1_41696670_C	37.982603	321.616000	0.310345	0.310345	5715.228000
ANK1_41706347_P	-0.079878	1.791000	0.020408	0.000000	14.531000
ANK1_41715646_C	-18.124309	321.616000	0.200000	0.200000	3471.229000
ANK1_41723119_C	28.776870	321.616000	0.277778	0.277778	4737.881000
ANK1_41739629_P	-0.026776	1.866000	0.061224	0.000000	16.917000
ANK1_41742702_P	-0.193878	1.206000	0.000000	0.000000	10.763000
AP3M2_42153100_C	-0.212034	1.632000	0.017241	0.000000	15.588000
AP3M2_42154750_P	-17.270261	321.616000	0.391304	0.391304	5678.424000
AP3M2_42154955_C	24.562830	321.616000	0.283019	0.283019	4564.592000
AP3M2_42156832_P	-0.004367	2.117000	0.081633	0.020408	16.558000
AP3M2_42161647_P	0.389898	1.676000	0.142857	0.000000	29.084000
AP3M2_42162280_P	9.249333	321.616000	0.266667	0.266667	3802.424000
AP3M2_42165555_C	54.345756	321.616000	0.463415	0.463415	2609.167000
AP3M2_42167805_C	-75.739000	321.616000	0.265306	0.265306	2895.817000
ARHGEF10_1848356_P	-0.419469	0.399000	0.000000	0.000000	7.182000
ARHGEF10_1903446_C	56.205333	321.616000	0.411765	0.411765	5462.566000
ARHGEF10_1910688_P	-0.249102	1.151000	0.000000	0.000000	11.914000
ARHGEF10_1945650_C	16.300491	321.616000	0.245283	0.245283	3172.095000
ASAH1_18059335_C	19.760063	321.616000	0.250000	0.250000	3746.158000
ASAH1_18069973_P	0.075327	1.837000	0.061224	0.000000	19.284000
ASH2L_38110574_P	61.412469	319.100000	0.312500	0.312500	3141.860000
ASH2L_38121144_C	11.506413	321.616000	0.456522	0.456522	3954.811000
ASH2L_38128946_C	28.315125	321.616000	0.267857	0.267857	4811.427000
ASH2L_38138711_P	0.042776	2.212000	0.122449	0.020408	19.789000
ATP6V1B2_20197537_C	1.454828	3.858000	0.534483	0.431034	96.795000
ATP6V1B2_20210084_P	-0.238245	1.368000	0.020408	0.000000	7.139000
ATP6V1B2_20211822_P	14.204884	309.311000	0.093023	0.093023	1253.354000
ATP6V1B2_20214963_C	-29.231537	321.616000	0.292683	0.292683	3519.741000
ATP6V1B2_20216097_P	-0.006490	1.483000	0.081633	0.000000	20.548000
ATP6V1B2_20217319_C	57.226717	321.616000	0.528302	0.528302	5870.957000
BMP1_22165548_C	0.865310	2.713000	0.448276	0.241379	59.945000
BMP1_22172895_P	-0.493673	1.100000	0.000000	0.000000	3.340000
BMP1_22177952_C	14.124918	321.616000	0.408163	0.408163	4563.710000
BMP1_22194268_P	-0.156857	1.362000	0.020408	0.000000	10.904000
BMP1_22194295_P	-0.497731	1.447000	0.038462	0.000000	4.422000
BMP1_22194914_C	-18.565434	321.616000	0.245283	0.245283	3212.839000
CCAR2_22604837_C	1.147414	3.492000	0.413793	0.172414	72.339000
CCAR2_22617294_P	-0.681612	1.177000	0.000000	0.000000	7.151000
CCAR2_22618723_C	0.300207	3.203000	0.293103	0.206897	47.982000
CCAR2_22619538_P	-0.557857	0.785000	0.000000	0.000000	4.591000
CDCA2_25484205_C	1.090948	3.998000	0.413793	0.224138	72.851000
CDCA2_25503854_P	0.129490	1.586000	0.020408	0.000000	19.649000
CHMP7_23243839_C	-0.721448	-0.630000	0.000000	0.000000	0.000000
CHMP7_23245258_P	-0.951265	-0.726000	0.000000	0.000000	0.000000
CHMP7_23246989_C	-1.132531	321.616000	0.428571	0.428571	5024.687000
CHMP7_23247912_P	-0.329735	1.670000	0.020408	0.000000	8.850000
CHMP7_23251688_P	0.001939	1.327000	0.040816	0.000000	16.685000
CHMP7_23257701_P	-0.369122	1.509000	0.020408	0.000000	9.824000
CHMP7_23257919_P	-0.214143	1.370000	0.020408	0.000000	12.809000
CHMP7_23258076_C	1.195983	4.481000	0.413793	0.362069	84.019000
CHMP7_23258825_C	-27.949375	321.616000	0.531250	0.531250	3915.032000
CHMP7_23259121_C	-14.291137	321.616000	0.549020	0.549020	3543.870000
CHRNA2_27475770_P	0.042898	1.435000	0.061224	0.000000	15.267000
CHRNA2_27478818_C	0.143259	2.627000	0.120690	0.034483	29.453000
CHRNB3_42708863_C	89.343571	321.616000	0.547619	0.380952	4401.459000
CHRNB3_42730864_P	-0.061082	0.839000	0.000000	0.000000	8.863000
CNOT7_17232421_C	-70.924375	321.616000	0.270833	0.270833	4065.429000
CNOT7_17233927_P	-0.397612	0.798000	0.000000	0.000000	8.338000
CNOT7_17237146_P	0.034816	1.981000	0.040816	0.000000	18.636000
CNOT7_17245030_C	-54.626231	321.616000	0.173077	0.173077	2820.486000
CNOT7_17245352_P	-133.877265	321.801000	0.285714	0.285714	4426.187000
CNOT7_17246669_C	0.744621	2.332000	0.172414	0.068966	50.104000
CSMD1_2957690_C	-15.814281	321.616000	0.406250	0.406250	3812.310000
CSMD1_2963216_C	2.960959	321.616000	0.265306	0.265306	3541.970000
CSMD1_3091510_C	-14.937259	321.616000	0.203704	0.203704	3369.125000
CSMD1_3110152_C	13.119224	321.616000	0.241379	0.241379	4157.372000
CSMD1_3214491_C	-21.388227	321.616000	0.250000	0.250000	2589.578000
CSMD1_3223866_P	-37.402133	321.616000	0.244444	0.244444	2300.954000
CSMD1_3362266_P	-0.704816	0.805000	0.000000	0.000000	4.490000
CSMD1_3387488_C	7.257839	321.616000	0.250000	0.250000	4281.565000
CSMD1_3493617_C	-34.991161	321.616000	0.160714	0.160714	2862.344000
CSMD1_3667553_P	-0.237653	0.763000	0.000000	0.000000	10.752000
CSMD1_3677824_P	0.148469	1.676000	0.020408	0.000000	21.450000
CSMD1_3753924_C	10.852158	321.616000	0.368421	0.368421	4316.136000
CSMD1_3993544_P	0.378755	2.720000	0.244898	0.020408	32.035000
CSMD1_3997897_C	-0.890236	321.616000	0.236364	0.236364	4082.344000
CSMD1_4008086_P	-0.353204	1.285000	0.000000	0.000000	11.900000
CSMD1_4112273_P	-0.704082	0.993000	0.000000	0.000000	5.423000
CSMD1_4162693_P	-0.816898	0.997000	0.000000	0.000000	3.961000
CSMD1_4938990_P	-0.452347	0.905000	0.000000	0.000000	8.339000
DCTN6_30156211_P	-0.736653	0.828000	0.000000	0.000000	5.148000
DCTN6_30156401_C	0.923845	2.873000	0.413793	0.362069	69.524000
DCTN6_30162765_P	0.042694	1.531000	0.061224	0.000000	17.581000
DCTN6_30164170_C	1.464621	3.295000	0.500000	0.413793	95.097000
DEFB1_6877637_P	-0.441551	1.332000	0.020408	0.000000	9.039000
DEFB1_6877791_C	-0.193034	2.113000	0.155172	0.086207	22.822000
DLGAP2_1002227_P	-0.528490	1.912000	0.020408	0.000000	8.860000
DLGAP2_1049820_P	-0.753653	0.498000	0.000000	0.000000	3.424000
DLGAP2_1663677_P	-0.555755	0.658000	0.000000	0.000000	1.974000
