MAF_file	mean_phylop	max_phylop	fraction_constrained	fraction_constrained_p01	sum_positive_phylop	decoy_id_clean
PCLO_82834315	-0.073531	2.770000	0.040816	0.040816	18.505000	PCLO_82834315
PCLO_82836088	-0.449857	1.236000	0.000000	0.000000	8.752000	PCLO_82836088
PCLO_82836117	0.169071	2.284000	0.071429	0.035714	13.248000	PCLO_82836117
PCLO_82840604	-0.257735	1.105000	0.000000	0.000000	10.650000	PCLO_82840604
PCLO_82842864	-0.138102	0.387000	0.000000	0.000000	9.675000	PCLO_82842864
PCLO_82908154	-0.016041	1.426000	0.020408	0.000000	16.541000	PCLO_82908154
PDE1C_31821922	-0.285122	1.425000	0.061224	0.000000	12.904000	PDE1C_31821922
PDE1C_31825757	-0.453510	1.740000	0.020408	0.000000	9.718000	PDE1C_31825757
PHF14_10986738	0.197776	2.199000	0.122449	0.040816	24.522000	PHF14_10986738
PHF14_10992532	-1.045694	-0.661000	0.000000	0.000000	0.000000	PHF14_10992532
PHF14_11018904	-0.873694	-0.679000	0.000000	0.000000	0.000000	PHF14_11018904
PHF14_11024326	-0.828449	-0.630000	0.000000	0.000000	0.000000	PHF14_11024326
PHF14_11039796	0.430306	3.611000	0.081633	0.061224	31.926000	PHF14_11039796
PHF14_11042241	0.186612	2.605000	0.081633	0.020408	24.313000	PHF14_11042241
PHKG1_56090689	-0.298388	1.009000	0.000000	0.000000	11.054000	PHKG1_56090689
PHTF2_77927641	0.143796	1.875000	0.061224	0.000000	23.385000	PHTF2_77927641
PHTF2_77939316	-0.043347	1.105000	0.000000	0.000000	14.556000	PHTF2_77939316
PKD1L1_47814915	0.034592	1.890000	0.040816	0.000000	20.099000	PKD1L1_47814915
PKD1L1_47814920	-0.474750	0.474000	0.000000	0.000000	0.474000	PKD1L1_47814920
PKD1L1_47826069	-0.299816	0.807000	0.000000	0.000000	9.174000	PKD1L1_47826069
PKD1L1_47828295	-0.752082	0.847000	0.000000	0.000000	3.757000	PKD1L1_47828295
PKD1L1_47848166	-0.619939	0.441000	0.000000	0.000000	3.969000	PKD1L1_47848166
PKD1L1_47867006	-0.221633	1.087000	0.000000	0.000000	12.155000	PKD1L1_47867006
PKD1L1_47881283	-0.419816	0.712000	0.000000	0.000000	7.310000	PKD1L1_47881283
PKD1L1_47903799	-0.804122	1.066000	0.000000	0.000000	4.308000	PKD1L1_47903799
PKD1L1_47905401	-0.548837	1.052000	0.000000	0.000000	7.380000	PKD1L1_47905401
PKD1L1_47905405	-0.397000	0.652000	0.000000	0.000000	0.652000	PKD1L1_47905405
PKD1L1_47905409	-1.627667	-1.019000	0.000000	0.000000	0.000000	PKD1L1_47905409
PKD1L1_47942753	-0.646939	0.594000	0.000000	0.000000	5.346000	PKD1L1_47942753
PLEKHA8_30046138	0.139102	1.551000	0.020408	0.000000	18.779000	PLEKHA8_30046138
PLEKHA8_30052182	0.143796	1.761000	0.081633	0.000000	23.670000	PLEKHA8_30052182
PLEKHA8_30053319	0.079469	2.231000	0.081633	0.020408	19.454000	PLEKHA8_30053319
PON1_95306499	0.337551	2.346000	0.081633	0.020408	27.937000	PON1_95306499
PON2_95418911	-0.828449	-0.630000	0.000000	0.000000	0.000000	PON2_95418911
PON3_95368104	0.187020	2.208000	0.122449	0.020408	23.820000	PON3_95368104
POR_75979334	-0.153306	1.067000	0.000000	0.000000	11.695000	POR_75979334
POR_75980236	-0.669306	0.514000	0.000000	0.000000	3.296000	POR_75980236
POR_75980272	-0.613743	1.085000	0.000000	0.000000	5.672000	POR_75980272
POR_75980859	-0.391245	0.888000	0.000000	0.000000	7.144000	POR_75980859
POR_75981724	-0.767898	0.673000	0.000000	0.000000	3.088000	POR_75981724
POR_75982134	-0.406000	1.037000	0.000000	0.000000	7.257000	POR_75982134
PPIA_44796847	-0.380612	1.269000	0.000000	0.000000	9.085000	PPIA_44796847
PPP1R9A_95113198	-0.155980	0.644000	0.000000	0.000000	10.304000	PPP1R9A_95113198
PPP1R9A_95251286	-0.456000	2.134000	0.020408	0.020408	8.657000	PPP1R9A_95251286
PPP1R9A_95286702	-0.593673	2.343000	0.020408	0.020408	9.365000	PPP1R9A_95286702
PSPH_56013866	-0.706776	0.352000	0.000000	0.000000	5.280000	PSPH_56013866
PTPN12_77607679	-0.074939	0.930000	0.000000	0.000000	12.732000	PTPN12_77607679
PTPN12_77609504	-0.981082	-0.753000	0.000000	0.000000	0.000000	PTPN12_77609504
PTPN12_77610682	0.130980	2.411000	0.040816	0.020408	20.993000	PTPN12_77610682
PTPN12_77617315	-0.038184	1.210000	0.000000	0.000000	15.013000	PTPN12_77617315
PTPN12_77628230	-0.016408	1.848000	0.040816	0.000000	16.004000	PTPN12_77628230
RABGEF1_66796732	-0.361796	0.426000	0.000000	0.000000	8.094000	RABGEF1_66796732
RABGEF1_66803469	-0.683143	1.416000	0.040816	0.000000	6.758000	RABGEF1_66803469
RABGEF1_66806242	-0.080224	1.277000	0.000000	0.000000	18.041000	RABGEF1_66806242
RAC1_6387118	17.677560	309.332000	0.320000	0.320000	1295.420000	RAC1_6387118
RAC1_6388648	-0.300653	1.378000	0.040816	0.000000	9.392000	RAC1_6388648
RALA_39688027	0.180449	0.427000	0.000000	0.000000	16.226000	RALA_39688027
RALA_39691587	-0.070041	1.717000	0.081633	0.000000	16.617000	RALA_39691587
RAPGEF5_22154906	-0.675673	1.268000	0.000000	0.000000	8.511000	RAPGEF5_22154906
RAPGEF5_22166695	-0.247204	1.451000	0.040816	0.000000	12.296000	RAPGEF5_22166695
RAPGEF5_22166697	-0.634000	-0.634000	0.000000	0.000000	0.000000	RAPGEF5_22166697
RAPGEF5_22166701	-0.555000	0.590000	0.000000	0.000000	0.590000	RAPGEF5_22166701
RBM48_92533186	0.434327	1.640000	0.102041	0.000000	28.397000	RBM48_92533186
RCC1L_75055305	-0.606245	1.284000	0.000000	0.000000	7.380000	RCC1L_75055305
RCC1L_75055311	-1.797400	-0.326000	0.000000	0.000000	0.000000	RCC1L_75055311
RFC2_74236657	-0.329980	1.873000	0.020408	0.000000	9.569000	RFC2_74236657
RFC2_74236664	-0.487333	0.636000	0.000000	0.000000	1.272000	RFC2_74236664
RHBDD2_75883203	-0.177653	0.884000	0.000000	0.000000	12.566000	RHBDD2_75883203
RHBDD2_75886320	-0.126531	1.416000	0.020408	0.000000	13.793000	RHBDD2_75886320
RHBDD2_75886324	-0.476667	-0.393000	0.000000	0.000000	0.000000	RHBDD2_75886324
RNF216_5727852	-0.150735	1.325000	0.102041	0.000000	13.993000	RNF216_5727852
RNF216_5758043	-0.096653	1.816000	0.040816	0.000000	17.655000	RNF216_5758043
RP11-15K19.2_55909344	-1.055000	-0.866000	0.000000	0.000000	0.000000	RP11-15K19.2_55909344
RSBN1L_77758062	-1.086531	-0.896000	0.000000	0.000000	0.000000	RSBN1L_77758062
RSBN1L_77758066	-0.922000	-0.922000	0.000000	0.000000	0.000000	RSBN1L_77758066
RSBN1L_77776475	-0.451020	0.702000	0.000000	0.000000	6.318000	RSBN1L_77776475
RUNDC3B_87808665	0.105122	2.097000	0.061224	0.020408	20.255000	RUNDC3B_87808665
SAMD9_93115630	-0.063714	1.272000	0.000000	0.000000	15.912000	SAMD9_93115630
SCIN_12646319	-0.088653	1.266000	0.000000	0.000000	14.665000	SCIN_12646319
SDK1_3562250	0.435041	2.368000	0.183673	0.040816	32.170000	SDK1_3562250
SDK1_3968467	-0.849551	1.737000	0.020408	0.000000	7.937000	SDK1_3968467
SDK1_4111954	-0.176531	1.540000	0.020408	0.000000	12.025000	SDK1_4111954
SDK1_4158915	-0.159735	1.632000	0.020408	0.000000	13.167000	SDK1_4158915
SDK1_4207853	-0.688429	0.793000	0.000000	0.000000	4.347000	SDK1_4207853
SEC61G_54753029	-0.175143	0.773000	0.000000	0.000000	11.174000	SEC61G_54753029
SEC61G_54756289	0.150449	1.943000	0.040816	0.000000	22.975000	SEC61G_54756289
SEMA3A_83962996	-0.025163	1.414000	0.020408	0.000000	17.766000	SEMA3A_83962996
SEMA3A_83963004	0.027286	1.414000	0.142857	0.000000	2.626000	SEMA3A_83963004
SEMA3A_83984314	1.370980	3.212000	0.551020	0.244898	69.511000	SEMA3A_83984314
SEMA3A_84006523	-0.409408	1.164000	0.000000	0.000000	7.817000	SEMA3A_84006523
SEMA3A_84133788	0.105204	0.636000	0.000000	0.000000	12.864000	SEMA3A_84133788
SEMA3A_84133790	-0.365000	-0.365000	0.000000	0.000000	0.000000	SEMA3A_84133790
SEMA3C_80750164	-0.496796	1.677000	0.020408	0.000000	7.311000	SEMA3C_80750164
SEMA3C_80759530	-0.473204	1.536000	0.020408	0.000000	9.189000	SEMA3C_80759530
SEMA3C_80794853	1.876490	3.946000	0.673469	0.326531	91.948000	SEMA3C_80794853
SEMA3C_80798692	-0.086245	1.365000	0.020408	0.000000	12.981000	SEMA3C_80798692
SEMA3C_80799223	-0.076367	1.812000	0.061224	0.000000	16.037000	SEMA3C_80799223
SEMA3C_80801336	-0.004020	1.696000	0.020408	0.000000	17.268000	SEMA3C_80801336
SEMA3C_80810100	-0.102571	0.629000	0.000000	0.000000	12.580000	SEMA3C_80810100
SEMA3C_80810103	-0.715500	-0.488000	0.000000	0.000000	0.000000	SEMA3C_80810103
SEMA3C_80815775	0.126286	1.352000	0.020408	0.000000	17.917000	SEMA3C_80815775
SEMA3D_85016401	-0.038061	1.180000	0.000000	0.000000	14.721000	SEMA3D_85016401
SEMA3D_85074275	-0.012816	1.174000	0.000000	0.000000	14.166000	SEMA3D_85074275
SEMA3E_83466701	-0.250122	0.858000	0.000000	0.000000	9.417000	SEMA3E_83466701
SEPT14_55799773	-1.088388	-0.959000	0.000000	0.000000	0.000000	SEPT14_55799773
SEPT14_55845153	-0.852796	-0.662000	0.000000	0.000000	0.000000	SEPT14_55845153
SEPT14_55862592	-0.352367	1.688000	0.020408	0.000000	10.022000	SEPT14_55862592
SEPT7_35892299	0.274327	1.765000	0.061224	0.000000	26.154000	SEPT7_35892299
SKAP2_26726054	47.057636	321.616000	0.454545	0.454545	5477.491000	SKAP2_26726054
SKAP2_26739215	0.393020	2.151000	0.061224	0.020408	30.894000	SKAP2_26739215
SLC25A40_87849640	0.047918	1.338000	0.040816	0.000000	16.578000	SLC25A40_87849640
SLC25A40_87857412	0.079959	1.373000	0.081633	0.000000	20.360000	SLC25A40_87857412
SLC25A40_87859583	-0.096449	1.939000	0.061224	0.000000	18.885000	SLC25A40_87859583
SLC29A4_5294313	-0.801286	1.083000	0.000000	0.000000	4.951000	SLC29A4_5294313
SNX10_26361651	0.100796	2.570000	0.040816	0.020408	19.304000	SNX10_26361651
SNX13_17801288	0.025796	1.742000	0.020408	0.000000	15.933000	SNX13_17801288
SNX13_17801293	0.493500	2.283000	0.250000	0.250000	2.724000	SNX13_17801293
SNX13_17802197	-0.113102	0.651000	0.000000	0.000000	10.305000	SNX13_17802197
SNX13_17802199	-0.792000	-0.792000	0.000000	0.000000	0.000000	SNX13_17802199
SNX13_17802203	0.218333	0.812000	0.000000	0.000000	1.177000	SNX13_17802203
SNX13_17818171	-0.288163	1.661000	0.020408	0.000000	11.594000	SNX13_17818171
SNX13_17819962	0.074122	2.566000	0.102041	0.040816	23.052000	SNX13_17819962
SNX13_17829257	-0.196408	1.397000	0.020408	0.000000	13.856000	SNX13_17829257
SNX13_17833803	0.095388	2.057000	0.061224	0.020408	20.495000	SNX13_17833803
SNX13_17848646	-1.037184	-0.630000	0.000000	0.000000	0.000000	SNX13_17848646
SNX13_17868681	0.109020	1.012000	0.000000	0.000000	16.066000	SNX13_17868681
SNX13_17895869	-0.100551	2.299000	0.040816	0.020408	17.029000	SNX13_17895869
SNX8_2263412	-0.273082	0.847000	0.000000	0.000000	7.898000	SNX8_2263412
SNX8_2271335	-0.286388	0.777000	0.000000	0.000000	10.649000	SNX8_2271335
SP4_21428538	1.515286	2.669000	0.673469	0.326531	74.249000	SP4_21428538
SP4_21428571	1.376531	3.720000	0.343750	0.250000	45.743000	SP4_21428571
SP8_20786386	1.552571	4.264000	0.448980	0.367347	80.241000	SP8_20786386
SRI_88206832	-0.009878	2.124000	0.020408	0.020408	16.272000	SRI_88206832
SRI_88217833	1.072571	2.987000	0.428571	0.306122	61.078000	SRI_88217833
SSC4D_76391746	0.010224	1.430000	0.020408	0.000000	16.212000	SSC4D_76391746
SSC4D_76393983	-0.341061	1.346000	0.020408	0.000000	8.828000	SSC4D_76393983
STARD3NL_38213382	-0.206327	1.937000	0.040816	0.000000	13.175000	STARD3NL_38213382
STARD3NL_38214937	90.621021	318.098000	0.489362	0.489362	7157.252000	STARD3NL_38214937
STEAP2_90228305	-0.015347	1.419000	0.020408	0.000000	16.386000	STEAP2_90228305
STK17A_43621881	-0.589633	0.589000	0.000000	0.000000	3.534000	STK17A_43621881
STK31_23713726	-0.662939	-0.417000	0.000000	0.000000	0.000000	STK31_23713726
STK31_23729055	20.958061	321.616000	0.484848	0.484848	2783.580000	STK31_23729055
STK31_23763194	0.001735	1.456000	0.122449	0.000000	19.479000	STK31_23763194
STK31_23783410	0.076796	1.805000	0.102041	0.000000	19.878000	STK31_23783410
STK31_23787487	0.157673	0.388000	0.000000	0.000000	14.744000	STK31_23787487
STYXL1_76006423	0.313776	1.130000	0.000000	0.000000	22.408000	STYXL1_76006423
STYXL1_76006427	-0.043000	0.543000	0.000000	0.000000	0.543000	STYXL1_76006427
STYXL1_76014917	-0.778082	-0.679000	0.000000	0.000000	0.000000	STYXL1_76014917
SUGCT_40184609	-0.254633	0.373000	0.000000	0.000000	9.325000	SUGCT_40184609
SUGCT_40184611	-0.324500	0.326000	0.000000	0.000000	0.326000	SUGCT_40184611
SUGCT_40280741	0.026449	2.271000	0.102041	0.020408	21.046000	SUGCT_40280741
SUN1_841518	-0.278551	1.217000	0.000000	0.000000	7.427000	SUN1_841518
SUN3_48020309	-1.105286	-0.930000	0.000000	0.000000	0.000000	SUN3_48020309
TAX1BP1_27766614	0.347878	1.541000	0.061224	0.000000	27.336000	TAX1BP1_27766614
TAX1BP1_27786577	0.321837	1.262000	0.000000	0.000000	24.226000	TAX1BP1_27786577
TAX1BP1_27786582	0.550750	1.292000	0.000000	0.000000	2.655000	TAX1BP1_27786582
TAX1BP1_27788195	0.335612	1.667000	0.081633	0.000000	28.336000	TAX1BP1_27788195
TAX1BP1_27793744	0.056224	1.792000	0.081633	0.000000	18.126000	TAX1BP1_27793744
TAX1BP1_27828510	0.127408	1.959000	0.020408	0.000000	19.825000	TAX1BP1_27828510
TBX20_35241596	0.047898	1.288000	0.000000	0.000000	18.571000	TBX20_35241596
TBX20_35249568	-0.270612	0.974000	0.000000	0.000000	10.968000	TBX20_35249568
TBX20_35249572	-0.384667	0.520000	0.000000	0.000000	0.520000	TBX20_35249572
THSD7A_11376368	0.030367	1.430000	0.040816	0.000000	17.107000	THSD7A_11376368
THSD7A_11419627	-0.967449	-0.630000	0.000000	0.000000	0.000000	THSD7A_11419627
THSD7A_11446605	-0.100224	1.349000	0.020408	0.000000	12.839000	THSD7A_11446605
THSD7A_11461563	0.103388	1.758000	0.081633	0.000000	19.099000	THSD7A_11461563
TMEM106B_12217206	-0.312306	1.206000	0.000000	0.000000	7.847000	TMEM106B_12217206
TMEM106B_12219975	-0.084041	1.623000	0.081633	0.000000	15.282000	TMEM106B_12219975
TMEM106B_12226516	-0.067041	1.278000	0.000000	0.000000	19.054000	TMEM106B_12226516
TMEM196_19727722	0.175061	1.649000	0.040816	0.000000	22.554000	TMEM196_19727722
TMEM248_66948746	-0.395061	0.745000	0.000000	0.000000	6.075000	TMEM248_66948746
TMEM248_66951938	-0.490143	0.339000	0.000000	0.000000	7.119000	TMEM248_66951938
TMEM248_66955358	0.004061	1.196000	0.000000	0.000000	15.931000	TMEM248_66955358
TNRC18_5322594	-0.189714	0.688000	0.000000	0.000000	10.320000	TNRC18_5322594
TNRC18_5377842	-0.547796	1.209000	0.000000	0.000000	5.007000	TNRC18_5377842
TNS3_47284414	-0.344714	1.258000	0.000000	0.000000	9.125000	TNS3_47284414
TNS3_47293455	-0.534224	1.445000	0.020408	0.000000	5.621000	TNS3_47293455
TNS3_47398670	-0.874980	-0.662000	0.000000	0.000000	0.000000	TNS3_47398670
TSPAN13_16776530	-0.194449	1.456000	0.040816	0.000000	12.934000	TSPAN13_16776530
TTYH3_2639462	-0.914776	1.142000	0.000000	0.000000	3.248000	TTYH3_2639462
TTYH3_2649049	-0.551469	0.509000	0.000000	0.000000	4.335000	TTYH3_2649049
TTYH3_2649754	-0.249163	1.749000	0.020408	0.000000	9.925000	TTYH3_2649754
TTYH3_2650766	-0.366653	1.602000	0.061224	0.000000	12.092000	TTYH3_2650766
TTYH3_2651590	-0.341122	0.908000	0.000000	0.000000	5.910000	TTYH3_2651590
TTYH3_2651596	-0.146200	0.531000	0.000000	0.000000	1.062000	TTYH3_2651596
TTYH3_2653470	-0.584510	0.687000	0.000000	0.000000	2.748000	TTYH3_2653470
TTYH3_2659156	-0.520592	1.070000	0.000000	0.000000	6.011000	TTYH3_2659156
TTYH3_2659797	107.110510	321.801000	0.673469	0.673469	10393.993000	TTYH3_2659797
TYW1_66998480	-0.144449	1.027000	0.000000	0.000000	12.793000	TYW1_66998480
UBE2D4_43950767	-0.087653	1.059000	0.000000	0.000000	13.305000	UBE2D4_43950767
UNCX_1233345	28.844327	321.801000	0.551020	0.551020	8457.893000	UNCX_1233345
USP42_6146936	-0.467082	1.398000	0.040816	0.000000	10.832000	USP42_6146936
USP42_6158246	-0.474082	1.218000	0.000000	0.000000	6.324000	USP42_6158246
VPS41_38727222	-0.252939	1.820000	0.020408	0.000000	11.628000	VPS41_38727222
VPS41_38743181	-0.158592	1.690000	0.040816	0.000000	11.931000	VPS41_38743181
VPS41_38752120	27.950412	319.100000	0.176471	0.176471	1865.520000	VPS41_38752120
VPS41_38758959	-0.463959	0.651000	0.000000	0.000000	3.255000	VPS41_38758959
VPS41_38868609	-0.094163	1.293000	0.000000	0.000000	14.436000	VPS41_38868609
VPS50_93235493	0.049041	2.138000	0.061224	0.020408	20.675000	VPS50_93235493
VPS50_93253709	-0.094959	1.778000	0.040816	0.000000	15.954000	VPS50_93253709
VPS50_93253722	0.174917	1.240000	0.000000	0.000000	4.871000	VPS50_93253722
VPS50_93274280	-0.630204	-0.417000	0.000000	0.000000	0.000000	VPS50_93274280
VWDE_12331756	0.021837	1.898000	0.040816	0.000000	18.676000	VWDE_12331756
VWDE_12337711	-0.048980	1.214000	0.000000	0.000000	13.399000	VWDE_12337711
VWDE_12350566	0.021347	0.926000	0.000000	0.000000	17.194000	VWDE_12350566
VWDE_12352677	-0.143490	1.671000	0.040816	0.000000	14.097000	VWDE_12352677
VWDE_12360665	-0.146327	2.038000	0.020408	0.020408	13.580000	VWDE_12360665
VWDE_12366071	-0.501694	-0.324000	0.000000	0.000000	0.000000	VWDE_12366071
WBSCR17_71668940	0.199939	2.417000	0.142857	0.020408	25.840000	WBSCR17_71668940
WBSCR22_73693268	-0.342204	1.640000	0.020408	0.000000	8.079000	WBSCR22_73693268
YAE1D1_39567409	0.093939	1.530000	0.040816	0.000000	18.183000	YAE1D1_39567409
ZDHHC4_6581563	0.066510	1.606000	0.040816	0.000000	19.552000	ZDHHC4_6581563
ZMIZ2_44762719	-0.370204	0.695000	0.000000	0.000000	6.851000	ZMIZ2_44762719
ZNF12_6693656	-0.493306	0.739000	0.000000	0.000000	8.207000	ZNF12_6693656
ZNF735_64213427	-0.184612	1.133000	0.000000	0.000000	10.064000	ZNF735_64213427
ZPBP_50084147	-0.158959	1.563000	0.061224	0.000000	15.147000	ZPBP_50084147
ZPBP_50090789	-0.591592	0.438000	0.000000	0.000000	5.256000	ZPBP_50090789
AASS_122117323	0.138694	1.779000	0.081633	0.000000	21.354000	AASS_122117323
AASS_122130255	-0.023939	1.704000	0.040816	0.000000	18.421000	AASS_122130255
ABCF2_151222081	-0.083224	2.576000	0.020408	0.020408	14.340000	ABCF2_151222081
ABCF2_151225741	-0.021714	1.696000	0.020408	0.000000	16.599000	ABCF2_151225741
AC004893.11_99024485	-0.562469	-0.321000	0.000000	0.000000	0.000000	AC004893.11_99024485
AC006003.3_157739925	-0.272735	1.216000	0.000000	0.000000	12.276000	AC006003.3_157739925
ACTR3B_152819510	-0.369122	1.363000	0.061224	0.000000	11.829000	ACTR3B_152819510
ACTR3B_152821039	-0.501347	1.515000	0.020408	0.000000	6.835000	ACTR3B_152821039
AGAP3_151126004	-0.459918	1.422000	0.020408	0.000000	10.420000	AGAP3_151126004
AGAP3_151128923	-0.935020	1.308000	0.020408	0.000000	5.091000	AGAP3_151128923
AGBL3_134986982	-0.632041	1.270000	0.000000	0.000000	8.258000	AGBL3_134986982
AGBL3_134989469	0.376061	1.513000	0.122449	0.000000	26.166000	AGBL3_134989469
AGBL3_134989480	0.515900	1.508000	0.200000	0.000000	6.990000	AGBL3_134989480
AGBL3_135035438	0.183061	1.445000	0.061224	0.000000	20.311000	AGBL3_135035438
AGBL3_135077199	-0.020122	0.823000	0.000000	0.000000	15.235000	AGBL3_135077199
AGFG2_100548716	-0.088265	1.771000	0.020408	0.000000	14.080000	AGFG2_100548716
AGFG2_100548721	0.497000	1.378000	0.200000	0.000000	2.864000	AGFG2_100548721
AGFG2_100553962	0.008755	1.953000	0.040816	0.000000	18.253000	AGFG2_100553962
AGFG2_100559328	-0.087388	1.460000	0.040816	0.000000	14.897000	AGFG2_100559328
AGFG2_100563546	-0.556143	1.708000	0.020408	0.000000	10.206000	AGFG2_100563546
AGFG2_100564379	-0.022143	1.504000	0.020408	0.000000	17.131000	AGFG2_100564379
AGK_141600724	-0.540939	0.986000	0.000000	0.000000	6.102000	AGK_141600724
AGK_141611885	-0.334714	1.024000	0.000000	0.000000	7.687000	AGK_141611885
AHCYL2_129403959	-0.156347	1.048000	0.000000	0.000000	11.792000	AHCYL2_129403959
AHCYL2_129406706	0.061367	1.819000	0.061224	0.000000	17.446000	AHCYL2_129406706
AHCYL2_129410507	-0.111469	0.408000	0.000000	0.000000	10.608000	AHCYL2_129410507
AHCYL2_129414897	0.922061	3.212000	0.367347	0.122449	48.883000	AHCYL2_129414897
AHCYL2_129426764	-0.218306	1.377000	0.020408	0.000000	10.893000	AHCYL2_129426764
AKR1D1_138099061	0.083796	1.695000	0.040816	0.000000	19.670000	AKR1D1_138099061
ANKRD7_118236586	-0.313367	2.551000	0.061224	0.020408	13.673000	ANKRD7_118236586
AOC1_150854847	-0.217898	1.091000	0.000000	0.000000	10.825000	AOC1_150854847
ARHGEF5_144378585	0.111224	1.476000	0.061224	0.000000	20.487000	ARHGEF5_144378585
ARHGEF5_144378588	-0.648500	-0.449000	0.000000	0.000000	0.000000	ARHGEF5_144378588
ARMC10_103093796	0.105286	1.385000	0.061224	0.000000	18.138000	ARMC10_103093796
ASB15_123613612	-0.354224	0.931000	0.000000	0.000000	10.473000	ASB15_123613612
ASB15_123615730	0.208388	2.699000	0.102041	0.040816	24.630000	ASB15_123615730
ASB15_123621725	-0.185000	0.878000	0.000000	0.000000	11.290000	ASB15_123621725
ASNS_97854181	-0.489286	1.464000	0.020408	0.000000	10.827000	ASNS_97854181
ASNS_97854184	0.274000	0.990000	0.000000	0.000000	0.990000	ASNS_97854184
ASNS_97854254	-0.210776	0.801000	0.000000	0.000000	10.299000	ASNS_97854254
ASNS_97856126	0.016571	2.273000	0.061224	0.020408	20.819000	ASNS_97856126
ASNS_97859574	0.056184	2.500000	0.081633	0.020408	22.358000	ASNS_97859574
ATP6V0A4_138733927	-0.157082	1.506000	0.020408	0.000000	14.748000	ATP6V0A4_138733927
ATP6V0A4_138735725	0.170306	1.546000	0.020408	0.000000	21.698000	ATP6V0A4_138735725
ATP6V0A4_138770386	-0.216551	1.356000	0.020408	0.000000	13.251000	ATP6V0A4_138770386
ATP6V0E2_149874310	-0.356286	0.787000	0.000000	0.000000	7.451000	ATP6V0E2_149874310
ATP6V0E2_149878589	-0.417163	1.671000	0.020408	0.000000	8.075000	ATP6V0E2_149878589
BAIAP2L1_98315761	-0.104490	1.806000	0.040816	0.000000	15.551000	BAIAP2L1_98315761
BAIAP2L1_98315764	-0.640500	-0.543000	0.000000	0.000000	0.000000	BAIAP2L1_98315764
BAIAP2L1_98315766	-0.352000	-0.352000	0.000000	0.000000	0.000000	BAIAP2L1_98315766
BCAP29_107595186	-0.094939	1.680000	0.040816	0.000000	20.603000	BCAP29_107595186
BCAP29_107595190	-0.343333	0.302000	0.000000	0.000000	0.302000	BCAP29_107595190
BCAP29_107597166	0.130163	2.232000	0.142857	0.040816	23.347000	BCAP29_107597166
BRAF_140736421	0.049755	0.552000	0.000000	0.000000	14.904000	BRAF_140736421
BRAF_140777326	0.073735	2.513000	0.122449	0.020408	23.013000	BRAF_140777326
BRAF_140789514	0.397347	1.686000	0.122449	0.000000	30.784000	BRAF_140789514
BRI3_98282163	-0.465265	1.328000	0.020408	0.000000	8.898000	BRI3_98282163
CADPS2_122385715	-0.187224	1.263000	0.000000	0.000000	10.948000	CADPS2_122385715
CADPS2_122387668	0.113388	1.952000	0.040816	0.000000	20.589000	CADPS2_122387668
CADPS2_122389130	-0.258755	1.014000	0.000000	0.000000	11.043000	CADPS2_122389130
CADPS2_122472550	-0.192653	1.294000	0.000000	0.000000	12.162000	CADPS2_122472550
CADPS2_122472574	-0.237130	1.878000	0.043478	0.000000	6.706000	CADPS2_122472574
CALD1_134838289	0.061796	1.534000	0.102041	0.000000	19.894000	CALD1_134838289
CALD1_134940675	0.386184	2.590000	0.142857	0.020408	27.578000	CALD1_134940675
CALD1_134949529	-0.015694	1.883000	0.061224	0.000000	20.274000	CALD1_134949529
CALD1_134950274	-0.399122	1.368000	0.020408	0.000000	6.740000	CALD1_134950274
CALD1_134964313	-0.160000	1.893000	0.020408	0.000000	14.337000	CALD1_134964313
CALU_128758777	30.070645	319.100000	0.516129	0.516129	3499.018000	CALU_128758777
CALU_128763874	-0.142816	1.289000	0.000000	0.000000	14.669000	CALU_128763874
CAPZA2_116886814	0.013878	1.224000	0.000000	0.000000	16.767000	CAPZA2_116886814
CAPZA2_116895152	-0.018449	1.598000	0.061224	0.000000	17.634000	CAPZA2_116895152
CAPZA2_116900461	0.458122	1.815000	0.081633	0.000000	32.417000	CAPZA2_116900461
CAPZA2_116909124	-0.174633	0.981000	0.000000	0.000000	10.723000	CAPZA2_116909124
CASP2_143295332	-0.253980	1.686000	0.020408	0.000000	12.628000	CASP2_143295332
CASP2_143299745	0.005061	1.505000	0.020408	0.000000	15.574000	CASP2_143299745
CCDC136_128810686	-0.085449	1.300000	0.000000	0.000000	17.278000	CCDC136_128810686
CCDC136_128815573	-0.135000	1.211000	0.000000	0.000000	15.880000	CCDC136_128815573
CDHR3_105878503	0.080245	1.458000	0.020408	0.000000	17.628000	CDHR3_105878503
CDHR3_105878509	-0.551000	1.020000	0.000000	0.000000	1.343000	CDHR3_105878509
CEP41_130410346	-0.309122	1.499000	0.020408	0.000000	8.069000	CEP41_130410346
CFTR_117532201	0.151653	2.042000	0.081633	0.040816	22.683000	CFTR_117532201
CFTR_117532398	-0.097000	1.397000	0.040816	0.000000	16.162000	CFTR_117532398
CFTR_117539037	-0.064918	1.232000	0.000000	0.000000	15.396000	CFTR_117539037
CFTR_117543407	0.036429	2.052000	0.142857	0.040816	20.778000	CFTR_117543407
CFTR_117604049	-0.364755	0.964000	0.000000	0.000000	9.238000	CFTR_117604049
CFTR_117612275	-0.167592	1.219000	0.000000	0.000000	13.796000	CFTR_117612275
CLCN1_143319956	-0.198633	1.534000	0.020408	0.000000	11.907000	CLCN1_143319956
CLCN1_143339937	0.147837	1.441000	0.061224	0.000000	18.952000	CLCN1_143339937
