ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
12294	"ENSMUSG00000063889.16"	"Crem"	chr18	-	3299161	3299308	3295321	3295416	3309645	3309900	12294	0,0,8,10,14,6	0,0,0,2,1,2	6,10,8,4,6,4	1,1,4,0,0,1	246	99	1	1.0	NA,NA,1.0,0.668,0.849,0.547	0.707,0.801,0.446,1.0,1.0,0.617	0.004
12295	"ENSMUSG00000063889.16"	"Crem"	chr18	-	3299161	3299308	3295321	3295416	3325360	3325474	12295	0,0,20,12,23,12	0,0,16,15,22,8	14,16,18,21,15,9	20,4,22,13,16,12	246	99	1	1.0	NA,NA,0.335,0.244,0.296,0.376	0.22,0.617,0.248,0.394,0.274,0.232	-0.018
12296	"ENSMUSG00000063889.16"	"Crem"	chr18	-	3299161	3299308	3295321	3295416	3337379	3337574	12296	0,0,8,10,14,6	0,0,0,0,0,0	5,12,7,4,6,4	0,0,0,0,0,1	246	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,0.617	0.064
12297	"ENSMUSG00000063889.16"	"Crem"	chr18	-	3309645	3309755	3295321	3295416	3325360	3325478	12297	0,0,2,2,1,2	0,0,16,15,22,8	5,1,4,0,0,1	20,4,22,13,16,12	209	99	1	1.0	NA,NA,0.056,0.059,0.021,0.106	0.106,0.106,0.079,0.0,0.0,0.038	0.006
12298	"ENSMUSG00000063889.16"	"Crem"	chr18	-	3309854	3309987	3309645	3309755	3325360	3325478	12298	0,0,0,0,0,1	0,0,2,0,0,0	0,1,3,2,0,1	4,0,2,0,0,1	232	99	1	1.0	NA,NA,0.0,NA,NA,1.0	0.0,1.0,0.39,1.0,NA,0.299	-0.038
12299	"ENSMUSG00000063889.16"	"Crem"	chr18	-	3325360	3325478	3273421	3273578	3337379	3337574	12299	0,0,22,13,20,4	0,0,0,2,1,1	24,9,19,38,13,13	1,0,0,0,1,0	217	99	1	1.0	NA,NA,1.0,0.748,0.901,0.646	0.916,1.0,1.0,1.0,0.856,1.0	-0.138
12300	"ENSMUSG00000063889.16"	"Crem"	chr18	-	3325360	3325478	3295321	3295416	3337379	3337574	12300	0,0,29,28,39,12	0,0,0,0,0,0	37,13,40,42,28,21	0,0,0,0,0,1	217	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,0.905	0.016
12301	"ENSMUSG00000063889.16"	"Crem"	chr18	-	3325360	3325478	3299161	3299308	3327493	3327507	12301	0,0,18,7,13,12	0,0,2,0,0,0	10,9,21,26,12,9	0,0,0,0,0,0	217	99	1	1.0	NA,NA,0.804,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.049
12302	"ENSMUSG00000063889.16"	"Crem"	chr18	-	3325360	3325478	3299161	3299308	3337379	3337574	12302	0,0,27,15,25,10	0,0,0,0,0,0	23,15,27,44,19,14	0,2,0,0,0,0	217	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	1.0,0.774,1.0,1.0,1.0,1.0	0.038
12303	"ENSMUSG00000063889.16"	"Crem"	chr18	-	3327493	3327591	3299161	3299308	3337379	3337488	12303	0,0,2,1,2,1	0,0,0,0,0,0	0,2,2,1,2,0	0,2,0,0,0,0	197	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	NA,0.334,1.0,1.0,1.0,NA	0.166
12304	"ENSMUSG00000063889.16"	"Crem"	chr18	-	3327493	3327591	3325360	3325478	3336960	3337063	12304	0,0,9,6,3,2	0,0,0,0,0,0	4,1,10,10,5,0	0,1,0,0,0,0	197	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	1.0,0.334,1.0,1.0,1.0,NA	0.133
12305	"ENSMUSG00000063889.16"	"Crem"	chr18	-	3327493	3327591	3325360	3325478	3337379	3337488	12305	0,0,9,5,7,7	0,0,18,19,23,8	4,3,13,13,8,3	25,12,23,37,22,10	197	99	1	1.0	NA,NA,0.201,0.117,0.133,0.305	0.074,0.112,0.221,0.15,0.155,0.131	0.048
12309	"ENSMUSG00000028294.15"	"Cfap206"	chr4	-	34724814	34724905	34722607	34722796	34727904	34727988	12309	0,0,42,28,29,22	0,0,0,0,0,0	43,33,25,24,34,32	0,2,0,0,0,0	190	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	1.0,0.896,1.0,1.0,1.0,1.0	0.017
12388	"ENSMUSG00000028437.14"	"Ubap1"	chr4	+	41366889	41366930	41348995	41349231	41371724	41371849	12388	0,0,369,386,350,279	0,0,3,0,0,1	426,383,453,478,461,379	3,0,0,4,1,0	140	99	1	1.0	NA,NA,0.989,1.0,1.0,0.995	0.99,1.0,1.0,0.988,0.997,1.0	0.0
12389	"ENSMUSG00000028437.14"	"Ubap1"	chr4	+	41366889	41366930	41348995	41349231	41378946	41379870	12389	0,0,123,130,116,91	0,0,0,1,0,0	128,128,161,162,159,132	0,0,0,0,1,2	140	99	1	1.0	NA,NA,1.0,0.989,1.0,1.0	1.0,1.0,1.0,1.0,0.991,0.979	0.002
12390	"ENSMUSG00000028437.14"	"Ubap1"	chr4	+	41371724	41371849	41348995	41349231	41378946	41379416	12390	0,0,98,127,144,101	0,0,0,1,0,0	139,127,146,142,164,141	0,0,0,0,1,2	224	99	1	1.0	NA,NA,1.0,0.982,1.0,1.0	1.0,1.0,1.0,1.0,0.986,0.969	0.003
12391	"ENSMUSG00000028437.14"	"Ubap1"	chr4	+	41371724	41371849	41366889	41366930	41378946	41379416	12391	0,0,339,387,381,298	0,0,0,0,1,0	440,381,447,459,470,389	1,1,1,5,6,3	224	99	1	1.0	NA,NA,1.0,1.0,0.994,1.0	0.995,0.994,0.995,0.976,0.972,0.983	0.013
12392	"ENSMUSG00000028437.14"	"Ubap1"	chr4	+	41371724	41371849	41366889	41366930	41387174	41387357	12392	0,0,215,238,214,192	0,0,1,5,0,3	286,219,276,305,285,231	0,2,0,0,0,0	224	99	1	1.0	NA,NA,0.99,0.955,1.0,0.966	1.0,0.98,1.0,1.0,1.0,1.0	-0.019
12393	"ENSMUSG00000028437.14"	"Ubap1"	chr4	+	41378946	41379870	41366889	41366930	41387174	41387357	12393	0,0,706,700,685,683	0,0,1,5,0,3	872,841,988,945,842,827	0,2,0,0,0,0	1023	99	1	1.0	NA,NA,0.986,0.931,1.0,0.957	1.0,0.976,1.0,1.0,1.0,1.0	-0.028
12394	"ENSMUSG00000028437.14"	"Ubap1"	chr4	+	41378946	41379870	41371724	41371849	41387174	41387357	12394	0,0,836,867,853,809	0,0,5,18,2,17	1055,1010,1174,1114,1029,996	32,8,16,20,8,14	1023	99	1	1.0	NA,NA,0.942,0.823,0.976,0.822	0.761,0.924,0.877,0.844,0.926,0.873	0.023
12395	"ENSMUSG00000028437.14"	"Ubap1"	chr4	+	41387174	41387357	41378946	41379870	41388095	41388197	12395	0,0,214,194,231,191	0,0,1,3,1,2	287,265,294,236,230,251	2,10,6,8,2,2	282	99	1	1.0	NA,NA,0.987,0.958,0.988,0.971	0.981,0.903,0.945,0.912,0.976,0.978	0.027
12450	"ENSMUSG00000073639.6"	"Rab18"	chr18	+	6767643	6767716	6765202	6765332	6770053	6770109	12450	0,0,24,7,10,20	0,0,988,1340,1107,1139	19,8,32,15,25,6	1492,1453,1590,1586,1436,1421	172	99	1	1.0	NA,NA,0.014,0.003,0.005,0.01	0.007,0.003,0.011,0.005,0.01,0.002	0.002
12451	"ENSMUSG00000073639.6"	"Rab18"	chr18	+	6770053	6770109	6765144	6765332	6783119	6783152	12451	0,0,184,270,228,195	0,0,0,0,0,2	253,259,297,264,265,274	0,0,0,0,0,0	155	99	1	1.0	NA,NA,1.0,1.0,1.0,0.984	1.0,1.0,1.0,1.0,1.0,1.0	-0.004
12452	"ENSMUSG00000073639.6"	"Rab18"	chr18	+	6778476	6778556	6770053	6770109	6783119	6783192	12452	0,0,444,587,609,567	0,0,2,3,5,1	679,600,772,720,663,671	0,7,5,3,1,0	179	99	1	1.0	NA,NA,0.992,0.991,0.985,0.997	1.0,0.979,0.988,0.993,0.997,1.0	-0.002
12453	"ENSMUSG00000073639.6"	"Rab18"	chr18	+	6778494	6778556	6770053	6770109	6783119	6783152	12453	0,0,1441,1900,1688,1734	0,0,2,3,5,1	2237,2049,2347,2379,2146,2101	0,7,5,3,1,0	161	99	1	1.0	NA,NA,0.998,0.997,0.995,0.999	1.0,0.994,0.997,0.998,0.999,1.0	-0.001
12490	"ENSMUSG00000028383.17"	"Hsdl2"	chr4	+	59586319	59586417	59581644	59581775	59592154	59592318	12490	0,0,4,6,4,3	0,0,70,101,102,76	0,8,0,0,0,5	111,93,86,127,112,116	197	99	1	1.0	NA,NA,0.028,0.029,0.019,0.019	0.0,0.041,0.0,0.0,0.0,0.021	0.013
12491	"ENSMUSG00000028383.17"	"Hsdl2"	chr4	+	59592154	59592318	59581562	59581775	59594395	59594510	12491	0,0,89,119,131,82	0,0,0,0,3,0	137,110,110,154,151,156	0,2,0,0,0,0	263	99	1	1.0	NA,NA,1.0,1.0,0.943,1.0	1.0,0.954,1.0,1.0,1.0,1.0	-0.007
12492	"ENSMUSG00000028383.17"	"Hsdl2"	chr4	+	59592154	59592318	59581562	59581775	59601372	59601567	12492	0,0,77,108,119,80	0,0,6,0,0,3	129,97,102,142,129,139	0,3,5,3,6,7	263	99	1	1.0	NA,NA,0.828,1.0,1.0,0.909	1.0,0.924,0.885,0.947,0.89,0.882	0.013
12493	"ENSMUSG00000028383.17"	"Hsdl2"	chr4	+	59593236	59593335	59592154	59592318	59594395	59594510	12493	0,0,192,207,175,187	0,0,12,11,12,2	277,231,277,251,217,293	9,13,8,12,23,18	198	99	1	1.0	NA,NA,0.889,0.904,0.879,0.979	0.939,0.899,0.945,0.913,0.825,0.891	0.011
12494	"ENSMUSG00000028383.17"	"Hsdl2"	chr4	+	59593236	59593335	59592154	59592318	59601372	59601567	12494	0,0,59,77,63,54	0,0,0,0,0,0	87,80,72,96,65,78	1,0,0,0,1,1	198	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	0.978,1.0,1.0,1.0,0.97,0.975	0.013
12495	"ENSMUSG00000028383.17"	"Hsdl2"	chr4	+	59594395	59594510	59581562	59581775	59596862	59596966	12495	0,0,79,104,122,90	0,0,1,1,4,0	183,138,133,136,120,163	3,0,0,0,2,0	214	99	1	1.0	NA,NA,0.973,0.98,0.934,1.0	0.966,1.0,1.0,1.0,0.965,1.0	-0.017
12496	"ENSMUSG00000028383.17"	"Hsdl2"	chr4	+	59601372	59601567	59581562	59581775	59606471	59606543	12496	0,0,166,195,168,201	0,0,1,0,1,0	251,282,265,268,284,332	0,2,0,0,1,1	294	99	1	1.0	NA,NA,0.982,1.0,0.983,1.0	1.0,0.979,1.0,1.0,0.99,0.991	-0.002
12497	"ENSMUSG00000028383.17"	"Hsdl2"	chr4	+	59601372	59601567	59581562	59581775	59610509	59610875	12497	0,0,33,53,41,59	0,0,1,0,0,0	85,78,70,74,78,107	0,0,0,0,0,0	294	99	1	1.0	NA,NA,0.917,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.021
12498	"ENSMUSG00000028383.17"	"Hsdl2"	chr4	+	59601372	59601567	59597256	59597355	59606471	59606543	12498	0,0,263,339,287,321	0,0,0,0,0,0	430,472,441,442,459,558	1,0,0,0,0,0	294	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	0.993,1.0,1.0,1.0,1.0,1.0	0.001
12499	"ENSMUSG00000028383.17"	"Hsdl2"	chr4	+	59606471	59606543	59581562	59581775	59610509	59610875	12499	0,0,96,71,98,64	0,0,1,0,0,0	73,101,111,95,103,96	0,0,0,0,0,0	171	99	1	1.0	NA,NA,0.982,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.004
12500	"ENSMUSG00000028383.17"	"Hsdl2"	chr4	+	59606471	59606543	59601372	59601567	59610509	59610875	12500	0,0,228,213,222,206	0,0,0,0,0,0	240,303,306,289,308,319	1,0,0,0,0,0	171	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	0.993,1.0,1.0,1.0,1.0,1.0	0.001
12501	"ENSMUSG00000028383.17"	"Hsdl2"	chr4	+	59610509	59610875	59606471	59606543	59612681	59612810	12501	0,0,444,423,425,349	0,0,0,0,2,0	471,599,596,539,563,583	0,0,0,0,0,0	465	99	1	1.0	NA,NA,1.0,1.0,0.978,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.006
12509	"ENSMUSG00000028459.11"	"Cd72"	chr4	-	43449451	43449528	43448259	43448415	43450069	43450221	12509	0,0,29,41,47,41	0,0,0,0,1,0	69,45,61,55,45,44	0,0,0,0,0,0	176	99	1	1.0	NA,NA,1.0,1.0,0.964,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.009
12510	"ENSMUSG00000028459.11"	"Cd72"	chr4	-	43449451	43449549	43448259	43448415	43450069	43450221	12510	0,0,38,39,31,34	0,0,0,0,1,0	52,49,77,41,40,34	0,0,0,0,0,0	197	99	1	1.0	NA,NA,1.0,1.0,0.94,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.015
12511	"ENSMUSG00000028459.11"	"Cd72"	chr4	-	43453082	43453172	43452306	43452639	43453640	43453712	12511	0,0,68,51,43,38	0,0,0,0,0,0	76,62,99,105,78,74	0,0,1,0,0,0	189	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	1.0,1.0,0.981,1.0,1.0,1.0	0.003
12512	"ENSMUSG00000028459.11"	"Cd72"	chr4	-	43453082	43453172	43452306	43452639	43454241	43454349	12512	0,0,52,27,43,45	0,0,1,5,0,3	54,48,71,60,43,43	2,3,6,0,2,12	189	99	1	1.0	NA,NA,0.965,0.739,1.0,0.887	0.934,0.893,0.861,1.0,0.918,0.652	0.021
12513	"ENSMUSG00000028459.11"	"Cd72"	chr4	-	43453082	43453211	43452320	43452639	43453640	43453712	12513	0,0,37,15,27,17	0,0,0,0,0,0	37,41,62,57,29,39	0,0,1,0,0,0	228	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	1.0,1.0,0.964,1.0,1.0,1.0	0.006
12514	"ENSMUSG00000028459.11"	"Cd72"	chr4	-	43453082	43453211	43452320	43452639	43454241	43454323	12514	0,0,32,14,28,17	0,0,1,5,0,3	37,39,66,54,27,36	2,3,6,0,2,12	228	99	1	1.0	NA,NA,0.933,0.549,1.0,0.711	0.889,0.85,0.827,1.0,0.854,0.566	-0.033
12515	"ENSMUSG00000028459.11"	"Cd72"	chr4	-	43453640	43453712	43452600	43452639	43454241	43454349	12515	0,0,32,21,25,20	0,0,1,5,0,3	54,24,67,48,47,49	2,3,6,0,2,12	171	99	1	1.0	NA,NA,0.949,0.709,1.0,0.794	0.94,0.822,0.866,1.0,0.932,0.703	-0.014
12516	"ENSMUSG00000028459.11"	"Cd72"	chr4	-	43453640	43453712	43453082	43453172	43454241	43454349	12516	0,0,68,58,41,41	0,0,20,15,16,28	94,47,108,105,100,87	18,9,14,11,18,7	171	99	1	1.0	NA,NA,0.663,0.691,0.597,0.459	0.751,0.751,0.817,0.847,0.763,0.878	-0.199
12517	"ENSMUSG00000028459.11"	"Cd72"	chr4	-	43453640	43453712	43453082	43453211	43454241	43454349	12517	0,0,37,23,25,20	0,0,0,1,1,0	54,26,66,51,49,52	0,0,4,0,0,0	171	99	1	1.0	NA,NA,1.0,0.93,0.935,1.0	1.0,1.0,0.905,1.0,1.0,1.0	-0.018
12518	"ENSMUSG00000028459.11"	"Cd72"	chr4	-	43454241	43454349	43452306	43452639	43454445	43454563	12518	0,0,60,73,55,73	0,0,0,0,1,0	110,86,122,105,125,111	2,0,0,0,0,0	207	99	1	1.0	NA,NA,1.0,1.0,0.963,1.0	0.963,1.0,1.0,1.0,1.0,1.0	-0.003
12536	"ENSMUSG00000028476.13"	"Reck"	chr4	+	43895849	43895886	43894818	43894893	43897994	43898080	12536	0,0,17,6,9,3	0,0,0,0,0,0	5,9,22,2,13,16	0,0,0,0,1,0	136	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,0.904,1.0	0.016
12537	"ENSMUSG00000028476.13"	"Reck"	chr4	+	43930575	43930752	43930192	43930315	43930888	43931060	12537	0,0,1,2,2,1	0,0,10,15,14,14	1,2,0,0,0,1	8,11,11,10,15,18	276	99	1	1.0	NA,NA,0.035,0.046,0.049,0.025	0.043,0.061,0.0,0.0,0.0,0.02	0.018
12546	"ENSMUSG00000044288.6"	"Cnr1"	chr4	+	33926608	33926694	33924592	33925158	33935211	33935316	12546	0,0,0,1,1,8	0,0,0,0,0,0	4,3,1,7,2,6	0,2,0,0,0,0	185	99	1	1.0	NA,NA,NA,1.0,1.0,1.0	1.0,0.445,1.0,1.0,1.0,1.0	0.092
12550	"ENSMUSG00000028344.12"	"Invs"	chr4	+	48385104	48385272	48382104	48382278	48389958	48390139	12550	0,0,25,24,27,20	0,0,0,0,1,0	26,27,24,20,21,23	0,0,0,0,0,2	267	99	1	1.0	NA,NA,1.0,1.0,0.909,1.0	1.0,1.0,1.0,1.0,1.0,0.81	0.009
12551	"ENSMUSG00000028344.12"	"Invs"	chr4	+	48391304	48391414	48389958	48390139	48392583	48392693	12551	0,0,6,0,1,2	0,0,7,9,15,3	1,2,2,10,0,1	7,11,11,11,13,7	209	99	1	1.0	NA,NA,0.289,0.0,0.031,0.24	0.063,0.079,0.079,0.301,0.0,0.063	0.042
12552	"ENSMUSG00000028344.12"	"Invs"	chr4	+	48402832	48402939	48398049	48398279	48407597	48407810	12552	0,0,29,39,18,32	0,0,0,0,3,1	16,20,51,28,30,37	2,2,3,0,0,0	206	99	1	1.0	NA,NA,1.0,1.0,0.743,0.939	0.794,0.828,0.891,1.0,1.0,1.0	0.002
12553	"ENSMUSG00000035683.13"	"Melk"	chr4	+	44306031	44306117	44303567	44303666	44306989	44307106	12553	0,0,19,21,23,24	0,0,0,0,0,0	22,15,17,25,33,15	0,0,0,0,1,0	185	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,0.946,1.0	0.009
12554	"ENSMUSG00000035683.13"	"Melk"	chr4	+	44306989	44307106	44306031	44306117	44308905	44309049	12554	0,0,22,34,41,29	0,0,0,0,1,0	27,25,23,39,42,10	0,0,0,0,0,1	216	99	1	1.0	NA,NA,1.0,1.0,0.949,1.0	1.0,1.0,1.0,1.0,1.0,0.821	0.017
12560	"ENSMUSG00000035683.13"	"Melk"	chr4	+	44310289	44310358	44308905	44309049	44312163	44312256	12560	0,0,18,22,17,12	0,0,0,0,3,0	14,14,22,15,15,7	0,0,0,0,0,0	168	99	1	1.0	NA,NA,1.0,1.0,0.77,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.057
12657	"ENSMUSG00000048232.12"	"Fbxo10"	chr4	-	45046343	45046414	45044715	45044868	45048439	45048576	12657	0,0,94,96,129,122	0,0,1,1,0,0	109,100,94,121,98,98	0,0,0,0,0,0	170	99	1	1.0	NA,NA,0.982,0.982,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.009
12658	"ENSMUSG00000048232.12"	"Fbxo10"	chr4	-	45051552	45051702	45048439	45048576	45058328	45059150	12658	0,0,134,125,123,129	0,0,0,0,0,0	126,115,98,123,96,111	0,6,0,0,2,0	249	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	1.0,0.884,1.0,1.0,0.95,1.0	0.028
12659	"ENSMUSG00000048232.12"	"Fbxo10"	chr4	-	45058328	45059150	45051552	45051702	45061939	45062004	12659	0,0,318,370,286,309	0,0,0,0,0,0	403,354,268,328,336,385	0,0,2,0,2,0	921	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	1.0,1.0,0.935,1.0,0.948,1.0	0.019
12733	"ENSMUSG00000028463.14"	"Car9"	chr4	+	43508313	43508343	43506965	43507395	43508602	43508773	12733	0,0,6,11,0,5	0,0,0,0,0,0	3,8,10,8,6,4	0,0,0,0,0,2	129	99	1	1.0	NA,NA,1.0,1.0,NA,1.0	1.0,1.0,1.0,1.0,1.0,0.606	0.066
12827	"ENSMUSG00000028420.13"	"Tmem38b"	chr4	+	53827292	53827383	53826054	53826220	53840626	53840783	12827	0,0,0,0,0,3	0,0,23,27,30,35	0,0,0,0,6,0	37,42,29,43,56,33	190	99	1	1.0	NA,NA,0.0,0.0,0.0,0.043	0.0,0.0,0.0,0.0,0.053,0.0	0.002
12828	"ENSMUSG00000028420.13"	"Tmem38b"	chr4	+	53840626	53840783	53826044	53826220	53848865	53849050	12828	0,0,55,75,78,78	0,0,0,0,2,0	100,96,80,102,113,76	1,0,1,5,0,0	256	99	1	1.0	NA,NA,1.0,1.0,0.938,1.0	0.975,1.0,0.969,0.888,1.0,1.0	0.012
12829	"ENSMUSG00000028420.13"	"Tmem38b"	chr4	+	53840626	53840783	53826044	53826220	53850473	53850561	12829	0,0,23,33,31,37	0,0,0,2,0,0	39,44,31,48,61,35	0,0,0,0,1,0	256	99	1	1.0	NA,NA,1.0,0.865,1.0,1.0	1.0,1.0,1.0,1.0,0.959,1.0	-0.027
12830	"ENSMUSG00000028420.13"	"Tmem38b"	chr4	+	53848865	53849050	53826044	53826220	53850473	53850561	12830	0,0,78,102,99,84	0,0,0,2,0,0	141,91,110,135,93,94	0,0,0,0,1,0	284	99	1	1.0	NA,NA,1.0,0.947,1.0,1.0	1.0,1.0,1.0,1.0,0.97,1.0	-0.008
12831	"ENSMUSG00000028420.13"	"Tmem38b"	chr4	+	53848865	53849050	53840469	53840783	53850473	53850561	12831	0,0,110,145,144,125	0,0,0,1,0,0	202,144,159,184,145,135	1,1,1,0,0,0	284	99	1	1.0	NA,NA,1.0,0.981,1.0,1.0	0.986,0.98,0.982,1.0,1.0,1.0	0.004
12832	"ENSMUSG00000028420.13"	"Tmem38b"	chr4	+	53854311	53854429	53850473	53850561	53859881	53862019	12832	0,0,107,142,121,151	0,0,0,0,0,1	202,137,160,160,120,141	4,0,0,3,0,0	217	99	1	1.0	NA,NA,1.0,1.0,1.0,0.986	0.958,1.0,1.0,0.961,1.0,1.0	0.01
12843	"ENSMUSG00000002477.5"	"Snrpd1"	chr18	+	10626825	10627017	10623630	10623707	10627793	10628230	12843	0,0,584,876,800,659	0,0,0,2,0,0	1050,856,1100,901,896,924	0,0,0,0,0,0	291	99	1	1.0	NA,NA,1.0,0.993,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.002
12844	"ENSMUSG00000002477.5"	"Snrpd1"	chr18	+	10626948	10627017	10623630	10623707	10627793	10627955	12844	0,0,80,118,126,91	0,0,0,2,0,0	135,116,149,102,148,133	0,0,0,0,0,0	168	99	1	1.0	NA,NA,1.0,0.972,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.007
12859	"ENSMUSG00000041058.15"	"Wwp1"	chr4	-	19623101	19623222	19621927	19622032	19627632	19627773	12859	0,0,229,325,300,268	0,0,0,0,0,0	372,360,363,362,300,301	0,1,0,0,0,0	220	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	1.0,0.994,1.0,1.0,1.0,1.0	0.001
12860	"ENSMUSG00000041058.15"	"Wwp1"	chr4	-	19643365	19643461	19641733	19641908	19650115	19650440	12860	0,0,155,207,206,196	0,0,0,0,0,1	249,235,263,279,229,293	0,0,0,0,0,0	195	99	1	1.0	NA,NA,1.0,1.0,1.0,0.99	1.0,1.0,1.0,1.0,1.0,1.0	-0.002
12861	"ENSMUSG00000041058.15"	"Wwp1"	chr4	-	19659562	19659747	19650115	19650440	19672418	19672543	12861	0,0,144,167,150,149	0,0,3,0,0,1	197,170,147,189,190,156	0,1,2,0,1,2	284	99	1	1.0	NA,NA,0.944,1.0,1.0,0.981	1.0,0.983,0.962,1.0,0.985,0.965	-0.001
12862	"ENSMUSG00000041058.15"	"Wwp1"	chr4	-	19661965	19662032	19659562	19659747	19672418	19672543	12862	0,0,73,94,54,53	0,0,1,1,4,1	91,79,100,80,86,72	0,2,5,1,5,1	166	99	1	1.0	NA,NA,0.978,0.982,0.89,0.969	1.0,0.959,0.923,0.979,0.911,0.977	-0.003
12863	"ENSMUSG00000041058.15"	"Wwp1"	chr4	-	19662121	19662259	19661965	19662032	19672418	19672543	12863	0,0,200,241,215,215	0,0,2,0,0,0	258,286,282,294,206,222	0,0,2,0,1,0	237	99	1	1.0	NA,NA,0.977,1.0,1.0,1.0	1.0,1.0,0.983,1.0,0.989,1.0	-0.001
12864	"ENSMUSG00000041058.15"	"Wwp1"	chr4	-	19678344	19678435	19673155	19673294	19708838	19708993	12864	0,0,74,54,83,54	0,0,0,0,0,0	75,73,92,91,76,70	0,0,0,1,0,0	190	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.979,1.0,1.0	0.003
12865	"ENSMUSG00000041058.15"	"Wwp1"	chr4	-	19687790	19687886	19678344	19678435	19708838	19708993	12865	0,0,112,164,127,126	0,0,0,0,2,0	172,110,148,167,170,148	3,0,2,3,1,4	195	99	1	1.0	NA,NA,1.0,1.0,0.97,1.0	0.967,1.0,0.974,0.966,0.989,0.949	0.018
12889	"ENSMUSG00000040738.10"	"Ints8"	chr4	-	11209391	11209465	11209211	11209276	11213705	11213809	12889	0,0,18,21,26,21	0,0,1,0,0,0	24,32,37,19,13,20	0,0,0,0,0,0	173	99	1	1.0	NA,NA,0.912,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.022
12890	"ENSMUSG00000040738.10"	"Ints8"	chr4	-	11211881	11211932	11209391	11209465	11213705	11213752	12890	0,0,42,64,50,45	0,0,1,0,0,0	57,51,60,70,55,45	0,0,0,0,0,0	150	99	1	1.0	NA,NA,0.965,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.009
12891	"ENSMUSG00000040738.10"	"Ints8"	chr4	-	11212791	11212931	11211881	11211932	11213705	11213809	12891	0,0,2,0,2,0	0,0,33,46,37,31	9,4,0,2,0,1	36,29,47,54,26,31	239	99	1	1.0	NA,NA,0.024,0.0,0.022,0.0	0.094,0.054,0.0,0.015,0.0,0.013	-0.018
12892	"ENSMUSG00000040738.10"	"Ints8"	chr4	-	11235509	11235610	11234570	11234712	11239306	11239462	12892	0,0,71,77,76,61	0,0,0,0,0,1	126,95,82,96,90,80	0,0,0,0,0,0	200	99	1	1.0	NA,NA,1.0,1.0,1.0,0.968	1.0,1.0,1.0,1.0,1.0,1.0	-0.008
12893	"ENSMUSG00000040738.10"	"Ints8"	chr4	-	11248170	11248311	11247831	11247903	11252775	11252950	12893	0,0,54,56,57,31	0,0,0,0,0,0	81,79,106,63,71,79	4,0,5,0,0,0	240	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	0.893,1.0,0.897,1.0,1.0,1.0	0.035
12894	"ENSMUSG00000040738.10"	"Ints8"	chr4	-	11252775	11252950	11248170	11248311	11253980	11254258	12894	0,0,140,101,110,100	0,0,0,0,0,0	129,131,170,131,159,134	0,0,0,0,1,0	274	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,0.983,1.0	0.003
13123	"ENSMUSG00000042198.12"	"Chchd7"	chr4	+	3940778	3940883	3939378	3939526	3941245	3941311	13123	0,0,0,0,0,0	0,0,66,58,40,58	0,0,0,1,0,0	55,43,81,54,63,71	204	99	1	1.0	NA,NA,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.009,0.0,0.0	-0.001
