decoyID	oryAfe1	vicPac2	allMis1	dasNov3	gadMor1	papAnu2	eptFus1	pteAle1	octDeg1	melUnd1	hapBur1	otoGar3	eleEdw1	chrAsi1	felCat8	galGal4	panTro4	chiLan1	criGri1	pelSin1	tupChi1	latCha1	ficAlb2	bosTau8	macFas5	myoDav1	canFam3	turTru2	capHir1	loxAfr3	musFur1	fr3	nomLeu3	mesAur1	gorGor3	chlSab2	cheMyd1	cavPor3	eriEur2	equCab2	hg38	orcOrc1	petMar2	jacJac1	anoCar2	anaPla1	triMan1	calJac3	oryLat2	geoFor1	pteVam1	astMex1	myoLuc2	mm10	hetGla2	oreNil2	monDom5	ponAbe2	odoRosDiv1	chrPic2	ailMel1	falPer1	susScr3	ochPri3	ornAna1	micOch1	neoBri1	amaVit1	punNye1	oryCun2	rn6	rheMac3	colLiv1	falChe1	araMac1	oviAri3	sorAra2	xipMac1	apaSpi1	lepOcu1	saiBol1	speTri2	gasAcu1	sarHar1	echTel2	tetNig2	panHod1	pseHum1	melGal1	macEug2	lepWed1	cerSim1	zonAlb1	camFer1	takFla1	taeGut2	mayZeb1	danRer10	xenTro7	conCri1	max_spliceai_score
DUOX1_45160588_D	0.038728	0.003643	-1	0.126228	3e-05	0.03993	0.000848	0.111822	6.6e-05	-1	-1	0.186078	0.001975	0.001944	0.046678	-1	0.03993	0.060835	4.9e-05	-1	1.5e-05	-1	-1	2.6e-05	0.051929	0.000591	0.208882	0	0.003081	0.000959	0.001125	-1	0.03993	0.000627	0.03993	0.03993	-1	-1	-1	-1	0.03993	0.002621	-1	4e-05	-1	-1	0.033036	0.046925	-1	-1	0.111822	-1	0.000284	0.000456	-1	-1	-1	0.03993	0.184	-1	0.03277	-1	0.002253	0.071045	-1	0.000125	-1	-1	-1	0.000672	2.3e-05	0.051929	-1	-1	-1	0.005177	-1	-1	-1	-1	0.033764	0.007074	-1	-1	-1	-1	0.004302	-1	-1	-1	0.093314	-1	-1	0.002462	-1	-1	-1	-1	-1	0.023101	0.208882
TMEM104_74786504_D	-1	0.068111	-1	0.03569	-1	0.012763	0.067803	1e-06	0.190064	-1	-1	6.8e-05	-1	-1	-1	-1	0.027249	0.119895	0.000347	-1	0.074822	-1	-1	-1	0.012763	0.003969	0.015242	0.00022	-1	-1	0.032233	-1	0.010044	7.6e-05	0.027249	0.012763	-1	0.006205	-1	0.090626	0.036227	0.000231	-1	0.000436	-1	-1	-1	0.022215	-1	-1	1e-06	-1	0.002617	1e-06	0.000862	-1	0.001879	0.016366	0.038176	-1	0.006864	-1	0.031024	0.000103	-1	5e-05	-1	-1	-1	1.3e-05	0.000165	0.012763	-1	-1	-1	-1	-1	-1	-1	-1	0.042042	0.002425	-1	-1	-1	-1	-1	-1	-1	-1	0.000244	0.004723	-1	0.088095	-1	-1	-1	-1	-1	0.208865	0.208865
PDE8A_85083047_D	0.080747	0.000114	-1	5e-06	-1	0.164523	0.01429	0.014314	0.025157	-1	-1	0.032657	-1	5e-06	0.061853	-1	0.097364	0.001542	0.000423	-1	0.006063	-1	-1	0.005566	0.177328	0.016029	0.134262	0.000307	0.007479	9.7e-05	0.133247	-1	0.01913	0.000132	0.000732	0.164523	-1	5.2e-05	-1	0.036358	0.097364	-1	-1	-1	-1	0.011322	3.3e-05	-1	-1	-1	0.014314	-1	0.05055	0.000666	0.000349	-1	0.000214	0.097364	0.208857	-1	0.00027	-1	0.001166	0.000509	-1	0.000596	-1	-1	-1	0.003605	0.000336	0.177328	-1	-1	-1	0.007479	-1	-1	-1	-1	0.014552	0.001803	-1	2.5e-05	-1	-1	0.007522	-1	-1	-1	0.000997	0.011721	-1	0.000111	-1	-1	-1	-1	-1	-1	0.208857
PREX1_48684622_D	-1	0.000162	-1	0.000406	-1	0.017655	0.005366	0.017614	-1	-1	-1	0.002023	-1	-1	0.007546	-1	0.064083	0.021707	0.208718	-1	0.127775	-1	-1	-1	0.006171	0.028942	0.00037	0.005564	-1	0.000842	0.011592	-1	0.176969	0.004841	0.157962	0.025763	-1	0.005177	0.005814	0.000192	0.132752	0.005564	-1	-1	-1	-1	0.002432	0.026304	-1	-1	0.017614	-1	0.027197	0.000356	0.002842	-1	-1	0.089225	0.000991	-1	0.002096	-1	0.005988	-1	-1	0.015677	-1	-1	-1	0.00377	-1	0.015184	-1	-1	-1	-1	-1	-1	-1	-1	0.048656	0.024306	-1	-1	0.000183	-1	-1	-1	-1	-1	0.000624	7.1e-05	-1	2.1e-05	-1	-1	-1	-1	-1	-1	0.208718
CENPS_10435217_D	0.044182	0.008717	-1	0.012957	-1	1.9e-05	0.028718	0.006381	0.009519	-1	-1	0.074744	0.025619	0.060829	0.037487	-1	0.040717	0.000947	0.162202	0.000102	0.000132	-1	-1	0.040253	1.9e-05	0.028718	0.02904	0.027066	0.027066	0.046389	0.000788	-1	0.040717	0.133735	0.112723	1.9e-05	0.000117	-1	-1	0.040344	0.064033	0.027066	-1	0.003345	-1	-1	0.04119	-1	-1	-1	0.006381	-1	0.037965	1.4e-05	0.008889	-1	-1	0.040717	0.061751	7.5e-05	0.208696	-1	0.000844	0.024831	0.02232	0.14018	-1	-1	-1	0.00819	0.046755	1.9e-05	-1	-1	-1	0.040253	-1	-1	-1	-1	0.047562	0.004463	-1	0.123827	0.13502	-1	0.040253	-1	-1	0.043863	0.061751	0.028045	-1	0.008717	-1	-1	-1	-1	-1	0.009714	0.208696
TRIM66_8623160_D	0.002089	2.6e-05	-1	0.022473	-1	0.10905	-1	0.001352	0.000588	-1	-1	1.9e-05	3.8e-05	0.000265	0.119459	-1	0.100408	6.4e-05	4e-06	-1	0.067898	-1	-1	0.113403	0.112092	-1	-1	0.12045	0.090702	0.001717	1.5e-05	-1	0.082111	3e-06	0.116472	0.100408	-1	1.8e-05	0.20865	0.074029	0.100408	0.12045	-1	0.00576	-1	-1	0.002512	0.120461	-1	-1	0.001352	-1	-1	0.000649	1.7e-05	-1	-1	0.100408	0.128385	-1	0.102954	-1	0.001952	0.010942	-1	0.000172	-1	-1	-1	0.004543	1e-06	0.112092	-1	-1	-1	0.090702	-1	-1	-1	-1	0.125438	0.06533	-1	-1	0.003748	-1	0.090702	-1	-1	-1	1.8e-05	0.083361	-1	2.6e-05	-1	-1	-1	-1	-1	0.003391	0.20865
SNX13_17829257_D	-1	1e-06	-1	9.2e-05	-1	0.098324	5.7e-05	0.000514	-1	-1	-1	0.004562	1.8e-05	4.3e-05	3.2e-05	-1	0.100868	-1	0.010359	-1	0.001589	-1	0.000268	2.4e-05	0.111416	3.9e-05	5.2e-05	1.4e-05	0.000308	2.5e-05	5e-06	-1	0.02079	0.086837	0.083826	0.087083	-1	2.7e-05	1.1e-05	0	0.100868	1.4e-05	-1	0.009312	-1	-1	0.001282	0.102958	-1	0.00014	0.000514	-1	3.4e-05	-1	0.053966	-1	-1	0.100868	0.00013	-1	0.000132	-1	3e-06	-1	-1	0.001642	-1	-1	-1	2.1e-05	0.208646	0.111416	-1	-1	-1	0.000308	0.000579	-1	-1	-1	-1	0.089495	-1	-1	-1	-1	0.000308	0.000191	-1	-1	0.000127	0	-1	1e-06	-1	8.6e-05	-1	-1	-1	-1	0.208646
PARP4_24489974_D	4.2e-05	-1	-1	0.000288	-1	0.04025	0.000285	0.000189	0.003927	-1	-1	0.002346	-1	-1	0.158618	-1	0.057238	8.6e-05	-1	-1	9.6e-05	-1	-1	-1	0.171416	-1	0.002876	-1	-1	8.9e-05	-1	-1	0.032245	-1	0.035725	0.04025	-1	-1	-1	0.001182	0.037342	-1	-1	-1	-1	-1	3.3e-05	0.091687	-1	-1	0.000146	-1	-1	-1	0.000831	-1	-1	-1	0.003839	-1	0.003724	-1	0.000157	-1	-1	-1	-1	-1	-1	-1	-1	0.208638	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.018983	-1	-1	-1	-1	-1	0.005051	0.001962	-1	-1	-1	-1	-1	-1	-1	-1	0.208638
PBRM1_52552205_D	0.021539	0.108613	-1	0.000918	-1	0.108919	0.11578	0.000578	0.004004	-1	-1	-1	0.001985	0.033235	0.110228	-1	0.158573	0.020916	9.6e-05	-1	8e-06	-1	-1	0.005267	0.108919	0.138236	0.132903	0.026777	0.00334	0.170103	0.075924	-1	0.138773	0.002233	0.158573	0.036861	-1	0.002195	0.027912	0.054568	0.158573	0.026777	-1	0.059145	-1	-1	0.098198	0.042568	-1	-1	0.000578	-1	0.138236	0.001871	0.044023	-1	-1	0.138773	0.08713	-1	0.022167	-1	0.208577	-1	-1	0.003562	-1	-1	-1	2.1e-05	0.002028	0.108919	-1	-1	-1	0.00334	0.000521	-1	-1	-1	0.137596	0.074311	-1	-1	0.010797	-1	0.00334	-1	-1	-1	0.117582	0.132585	-1	0.108613	-1	-1	-1	-1	-1	0.12051	0.208577
ABCC4_95171297_D	-1	0.000383	-1	0.01605	-1	0.079461	7e-06	0.105523	-1	-1	-1	-1	-1	0.020869	0.000844	-1	0.047656	0.039287	-1	-1	5e-06	-1	-1	0	0.058878	5.3e-05	3.2e-05	0.000192	-1	-1	0.00034	-1	0.026145	-1	0.047656	0.047656	-1	0.00081	-1	7.6e-05	0.047656	0.000249	-1	-1	-1	-1	-1	0.043278	-1	-1	-1	-1	5.3e-05	-1	0.001652	-1	-1	0.047656	0.121827	-1	0.000824	-1	0.000597	0.0023	-1	-1	-1	-1	-1	0.001646	-1	0.058878	-1	-1	-1	-1	-1	-1	-1	-1	0.208545	1.3e-05	-1	-1	-1	-1	-1	-1	-1	-1	0.001172	0.006966	-1	0.000706	-1	-1	-1	-1	-1	1e-06	0.208545
SLC22A7_43300549_D	0.001031	0.00877	-1	0.002336	-1	0.014766	2.3e-05	0.039394	0.172632	-1	-1	-1	0.001977	0.017115	9e-06	-1	0.022655	0.068368	0.000372	-1	1e-04	-1	-1	3.6e-05	0.014766	2.6e-05	1.8e-05	0.056732	3.6e-05	0.011226	8e-06	-1	0.016368	0.074906	0.016368	0.010982	-1	0.208524	9.4e-05	0.037976	0.022655	0.056732	-1	-1	-1	-1	0.002569	-1	-1	-1	-1	-1	4.2e-05	0.037493	0.134479	-1	-1	0.016368	3.6e-05	-1	7e-06	-1	0.004555	4e-06	-1	0.00932	-1	-1	-1	2.2e-05	-1	0.014766	-1	-1	-1	3.6e-05	1e-06	-1	-1	-1	0.029356	0.035321	-1	-1	-1	-1	0.000406	-1	-1	-1	7.8e-05	0.037168	-1	0.00877	-1	-1	-1	-1	-1	0.000512	0.208524
WDR26_224391987_D	0.002889	0.003159	-1	0.039463	-1	0.086161	0.000387	0.001339	0.000121	-1	-1	0.208514	0.000378	0.008121	-1	-1	0.069157	0.004316	0.012772	-1	0.001934	-1	-1	0.000121	0.095783	0.001306	0.001192	0.005642	6.9e-05	0.039285	1.6e-05	-1	0.064966	-1	0.056467	0.159577	-1	-1	-1	0.000124	0.069157	0.005642	-1	0.009661	-1	-1	0.045624	0.030113	-1	-1	-1	-1	0.002003	-1	0.000274	-1	-1	0.066187	0.00393	-1	0.050533	-1	0.013041	1e-06	-1	-1	-1	-1	-1	0.032222	-1	0.095783	-1	-1	-1	6.9e-05	0.012428	-1	-1	-1	0.017352	0.002537	-1	-1	-1	-1	0.000227	-1	-1	-1	0.13549	0.001175	-1	0.003872	-1	-1	-1	-1	-1	1.4e-05	0.208514
SAMD4A_54762129_D	-1	0.059212	-1	0.013245	-1	0.093582	0.134028	0.000978	6.1e-05	-1	-1	0.0028	-1	-1	0.021491	-1	0.170278	2e-06	0.001103	-1	0.00141	-1	-1	0.000229	0.093582	0.20834	0.120349	0.091359	0.000626	-1	0.067586	-1	0.112522	-1	0.134201	0.074365	-1	1.1e-05	1e-06	0.002721	0.134201	0.015036	-1	1.5e-05	-1	-1	-1	1e-06	-1	-1	1.7e-05	-1	0.193345	0.000447	0.004155	-1	-1	0.101625	0.021973	-1	2.7e-05	-1	0.05855	3e-05	-1	-1	-1	-1	-1	0.001274	0.000625	0.093582	-1	-1	-1	0.029343	-1	-1	-1	-1	0.076537	0.064366	-1	-1	-1	-1	0.000626	-1	-1	-1	0.02543	0.000182	-1	0.059212	-1	-1	-1	-1	-1	7e-06	0.20834
BAHCC1_81460782_D	0.00072	6.6e-05	0	0.000372	-1	0.000327	1e-05	1e-06	0.00032	8.9e-05	-1	1.4e-05	0.003392	1.9e-05	1e-06	1e-06	0.028436	8e-06	0.006393	-1	0.030553	-1	8.8e-05	1e-06	0.000327	-1	1e-06	2e-06	0.000771	0.0328	1e-06	-1	0.041662	0.004016	0.041662	4.2e-05	0	0.002115	2.2e-05	0.000159	0.041662	2e-06	-1	0.001169	5.5e-05	0.000285	0.014997	0.000189	6e-05	0	1e-06	-1	-1	0.000111	3e-06	-1	0.002494	0.000456	1e-06	0	1e-06	1e-06	1e-06	-1	0.031069	5.1e-05	-1	0.000341	-1	-1	0.008282	0.000327	1e-06	1e-06	0.000341	0.000771	0.000156	-1	-1	-1	7.2e-05	0.018603	-1	0.208263	0.003498	0.003939	0.000135	0.011873	6e-06	-1	1e-06	6.9e-05	0	-1	-1	0	-1	-1	-1	-1	0.208263
PPA2_105443242_D	4.6e-05	4e-06	-1	0.000271	-1	-1	6e-06	2e-06	-1	-1	-1	0.068963	1.4e-05	0.004968	0.052949	-1	0.185157	-1	-1	-1	-1	-1	-1	0.000351	0.199863	4e-06	5e-06	4.6e-05	8.8e-05	0.178005	2.6e-05	-1	0.173882	7e-06	0.056659	0.199863	-1	-1	-1	0.00426	0.116361	6.9e-05	-1	0.00019	-1	-1	0.020508	0.208259	-1	-1	0.000586	-1	4e-06	0.009097	-1	-1	-1	0.002066	0.0016	-1	9e-05	-1	0.01834	-1	-1	-1	-1	-1	-1	-1	0.003193	0.199863	-1	-1	-1	8.8e-05	-1	-1	-1	-1	0.204629	0.000224	-1	-1	-1	-1	8.8e-05	-1	-1	-1	0.002586	0.000602	-1	4e-06	-1	-1	-1	-1	-1	-1	0.208259
MYRFL_69957214_D	0.020224	1e-06	-1	0.000833	-1	6e-05	0.002125	0.000198	1e-04	-1	-1	0.001741	0.004175	0.000323	0.004404	-1	2.8e-05	4e-06	0.000842	-1	0.00026	-1	-1	1e-05	2.8e-05	0.003199	0.093201	5e-06	1.1e-05	0.000417	0.022104	-1	2.8e-05	0.208238	2.8e-05	2.9e-05	-1	0.000221	6.2e-05	1.6e-05	0.003348	5e-06	-1	-1	-1	-1	0.000478	3.5e-05	-1	-1	0.000162	-1	0.002244	-1	2e-06	-1	-1	3.6e-05	0.021181	-1	0.009259	-1	0.019757	0.000106	-1	2.4e-05	-1	-1	-1	1.6e-05	4e-06	2.8e-05	-1	-1	-1	1.1e-05	-1	-1	-1	-1	3.4e-05	0.001603	-1	-1	0.000108	-1	1.1e-05	-1	-1	-1	0.039361	0.010189	-1	1e-06	-1	-1	-1	-1	-1	0.001304	0.208238
SLIT3_168787823_D	0.052594	0.01884	-1	0.003342	-1	0.08127	2.6e-05	0.208219	6.6e-05	-1	-1	0.076688	6.2e-05	-1	5e-05	-1	0.083244	0.000402	0.000984	-1	1.3e-05	-1	-1	0.004861	0.061016	2.1e-05	9.2e-05	0.000594	0.002212	0.032444	0.00747	-1	0.083244	0.000472	0.136225	0.041079	-1	0.003455	-1	0.115617	0.091866	0.000258	-1	4.2e-05	-1	-1	-1	0.019336	-1	-1	0.208219	-1	0.001069	0.000178	9e-06	-1	-1	0.079549	0.003126	-1	0.000118	-1	0.003238	0.003528	0.001391	0.005709	-1	-1	-1	0.000286	0.000314	0.0576	-1	-1	-1	0.001044	-1	-1	-1	-1	0.036443	4.2e-05	-1	-1	0.00333	-1	0.000804	-1	-1	0.000563	0.004058	0.199138	-1	0.026277	-1	-1	-1	-1	-1	0.018772	0.208219
PCSK2_17454163_D	1.2e-05	0.025048	-1	1.2e-05	-1	0.003456	5.3e-05	0.000291	0.000898	-1	-1	3.4e-05	0.000201	0.001588	0.004815	-1	0.003099	0.003286	0.019625	-1	0.00626	-1	-1	1.8e-05	0.003456	3e-06	0.004108	0.000295	-1	5.5e-05	0.004334	-1	7.1e-05	0.019186	0.071185	0.003456	-1	0.010308	0.00848	5.3e-05	0.139337	0.000295	-1	3.6e-05	-1	8.7e-05	0.000273	0.001518	-1	-1	0.000291	-1	1e-06	0.071638	0.208112	-1	-1	5.6e-05	0.000131	-1	0.000468	-1	-1	0.002473	-1	0.01486	-1	-1	-1	5e-06	0.142169	0.003456	-1	-1	-1	5.7e-05	-1	-1	-1	-1	0.093387	0.01992	-1	-1	0.00021	-1	4.2e-05	-1	-1	-1	0.002975	0.005656	-1	0.000635	-1	-1	-1	-1	-1	0.0388	0.208112
AXIN2_65537252_D	0.043485	0.003073	0	0.000405	-1	0.005183	0.002368	0.000112	0.002695	-1	0.000432	0.004788	0.001886	0.003028	0.000325	0	0.005556	0.028332	0.000372	1e-06	0.006235	0.000349	0	0.000558	0.005183	0.004142	0.002652	0.000136	-1	0.013164	0.026453	0.000724	-1	0.000686	0.005556	0.006143	0.000101	0.00234	0.011709	0.017036	0.005556	0.064383	-1	0.001707	1e-05	3e-06	0.019942	0.006353	-1	1e-06	0.000112	1.7e-05	0.002052	0.011692	0.000999	0.002232	0.000495	0.005275	0.001864	0.000101	0.00293	0	-1	0.003728	0.005654	0.02345	0.000305	-1	0.000432	0.004916	0.017202	-1	0	0	-1	-1	-1	-1	-1	0.000832	0.005726	0.011831	2.4e-05	2.1e-05	0.008487	-1	-1	0	0	0.000968	0.003691	0.000255	1e-06	0.00218	0.000724	-1	0.000432	-1	-1	0.208095	0.208095
PNPLA7_137546274_D	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.182407	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.187632	-1	0.182407	-1	-1	-1	-1	-1	0.208091	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.060971	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.208091
LAMA2_129343467_D	0.134865	-1	-1	0.003128	-1	0.058244	0.00072	0.03512	0.000858	-1	-1	0.000227	0.005494	0.075842	0.002482	-1	0.033526	0.00046	0.025118	-1	0.102265	-1	-1	0.000233	0.058244	0.000862	3.1e-05	0.028207	6.8e-05	0.078496	1e-05	-1	0.045782	0.000915	0.000631	0.056728	-1	0.002229	-1	0.030003	0.04462	0.028207	-1	0.02	-1	-1	-1	0.000331	-1	-1	-1	-1	0.006032	0.007472	0.000165	-1	-1	0.0709	0.208087	-1	0.011785	-1	0.021282	0.11037	-1	0.029461	-1	-1	-1	1.6e-05	0.014639	0.058244	-1	-1	-1	0.000233	-1	-1	-1	-1	0.000448	0.000125	-1	-1	0.14036	-1	0.000233	-1	-1	-1	0.024188	0.0387	-1	0.018445	-1	-1	-1	-1	-1	-1	0.208087
MYO6_75837487_D	-1	-1	-1	-1	-1	7.3e-05	-1	-1	-1	-1	-1	0.000571	-1	-1	6.6e-05	-1	0.155615	-1	-1	-1	-1	-1	-1	-1	7.3e-05	-1	-1	-1	-1	-1	1e-06	-1	-1	-1	0.155615	5.8e-05	-1	-1	-1	-1	0.155615	-1	-1	-1	-1	-1	-1	1.6e-05	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.208059	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5.9e-05	-1	-1	-1	-1	-1	-1	-1	-1	0.000235	-1	-1	-1	1.1e-05	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1.7e-05	0.208059
PHKA1_72625245_D	-1	-1	-1	-1	-1	0.142988	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.000249	-1	-1	-1	-1	-1	-1	-1	0.142988	-1	-1	-1	-1	-1	-1	-1	0.082985	-1	0.086817	0.142988	-1	-1	-1	-1	0.208053	-1	-1	-1	-1	-1	-1	0.065637	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.08317	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.142988	-1	-1	-1	-1	-1	-1	-1	-1	0.087354	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.208053
ABCE1_145106783_D	0.000477	0.093189	-1	-1	-1	0.059626	0.064924	0.000696	-1	-1	-1	5.6e-05	3.2e-05	-1	0.056378	-1	0.068352	-1	3e-06	-1	-1	-1	-1	2.7e-05	0.046112	0.005133	0.000141	0.208006	0.000242	0.003615	0.010118	-1	0.025062	3e-06	0.09604	0.065866	-1	-1	-1	0.000159	0.068352	0.208006	-1	0.014787	-1	-1	0.000752	0.007202	-1	-1	0.000696	-1	0.006296	1e-06	-1	-1	0.000173	0.01701	0.007145	-1	0.005137	-1	0.01437	0.013502	-1	0	-1	-1	-1	0.066771	1.7e-05	-1	-1	-1	-1	0.000103	-1	-1	-1	-1	0.009098	8e-06	-1	-1	-1	-1	0.000103	-1	-1	-1	0.005368	1.5e-05	-1	0.033129	-1	-1	-1	-1	-1	0.000252	0.208006
DNAH5_13767984_D	0.016462	0.007966	-1	0.050109	-1	0.133215	0.034614	0.000419	0	-1	-1	4.2e-05	0	0.001667	6.4e-05	-1	0.207916	0	-1	-1	0.13339	-1	-1	0.012351	0.133215	0.047271	0	0.001386	3e-05	0.000882	0.000135	-1	0.079043	-1	0.16659	0.000316	-1	4e-06	-1	0.01442	0.177505	0.001386	-1	-1	-1	-1	1.9e-05	0.026628	-1	-1	0.000382	-1	0.046483	-1	0	-1	-1	0.176292	5.2e-05	-1	5.3e-05	-1	-1	-1	-1	-1	-1	-1	-1	1.1e-05	-1	0.133215	-1	-1	-1	1.3e-05	5.5e-05	-1	-1	-1	0.029984	8e-05	-1	-1	-1	-1	2.8e-05	-1	-1	-1	0.000101	0.027467	-1	0.007601	-1	-1	-1	-1	-1	1.8e-05	0.207916
THOC2_123638289_D	0.000482	0.002037	0.001153	0.00117	-1	0.001598	0.040882	0.046228	0.009002	-1	-1	0.001111	0.000423	0.003022	0.002255	-1	0.152676	0.01	0.000216	-1	1e-04	-1	-1	0.003653	0.001598	0.066023	0.206071	0.019038	0.027918	0.003774	0.035629	-1	0.049987	0.004103	0.152676	0.001598	-1	0.001631	-1	0.053285	0.152676	0.02435	0.00347	0.000127	5.4e-05	-1	0.004298	0.089186	-1	-1	0.028121	-1	0.207912	6.4e-05	0.00157	-1	0.006762	0.148023	0.096212	7e-06	0.008798	-1	0.000154	0.008568	-1	0.000203	-1	0.006242	-1	0.036476	-1	0.001598	-1	-1	-1	0.027918	0.001921	-1	3.1e-05	-1	0.107501	0.002199	-1	3.1e-05	0.003396	-1	0.022848	-1	-1	-1	0.096212	0.103552	-1	0.003442	-1	-1	-1	-1	1e-06	0.059245	0.207912
CYBA_88647828_D	-1	0.008815	0.000519	-1	-1	0.007259	0.001727	0.000739	-1	0.004101	-1	0.00056	0.005338	-1	0.016005	2e-06	0.200504	-1	-1	-1	-1	-1	-1	0.002583	0.007259	0.007239	0.031018	0.000569	0.001504	-1	0.012576	-1	0.013598	-1	0.012276	0.012196	4e-06	-1	1.9e-05	0.001162	0.200504	0.000569	-1	-1	-1	-1	0.207867	0.005558	-1	-1	0.000305	-1	0.007239	-1	-1	-1	-1	-1	6e-06	2e-06	0.000416	5e-06	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.007259	5e-06	6e-06	-1	0.001504	-1	-1	-1	-1	0.000582	-1	-1	0.000176	-1	-1	0.001504	1e-06	0.006474	-1	6e-06	0.02766	-1	0.006042	-1	-1	-1	-1	0.000548	-1	0.207867
LONRF3_119014089_D	0.029722	8.1e-05	-1	7e-05	1.7e-05	0.047832	0.018575	0.018034	3e-06	-1	-1	6e-06	0.034029	0.000217	0.004324	-1	0.046029	4e-06	0.000442	5e-06	0.031445	-1	-1	0.062434	0.044106	0.039467	0.020489	0.139487	0.062456	0.002146	0.005054	-1	0.038903	0.000312	0.046029	0.048437	-1	8.5e-05	0.002526	0.037622	0.046029	0.207838	-1	0.021303	-1	-1	6e-06	0.028824	-1	-1	0.082213	-1	0.081568	1.7e-05	0.019553	-1	7.3e-05	0.074381	0.02848	6e-06	0.01873	-1	0.041624	0.002668	-1	0.002141	-1	-1	-1	1.1e-05	0.002506	0.044106	-1	-1	-1	0.062456	0.000486	-1	1e-05	-1	0.120471	0.022766	-1	-1	1.6e-05	-1	0.062456	-1	-1	-1	0.02848	0.024598	-1	0.000791	-1	-1	-1	-1	-1	0.015688	0.207838
NCAPH2_50516942_D	0.003289	4.7e-05	0.000137	4.5e-05	-1	0.016341	-1	-1	-1	-1	-1	0.028635	0.000103	1.3e-05	-1	-1	0.092939	0.003648	-1	-1	-1	-1	-1	-1	0.014392	-1	-1	4.9e-05	0.000175	0.00105	-1	-1	0.092939	-1	0.092305	0.018092	-1	-1	-1	3.8e-05	0.095449	4.9e-05	-1	-1	-1	-1	0.004012	0.005	-1	-1	-1	-1	-1	-1	0.043866	-1	-1	0.092939	-1	0.000714	0.000673	8.9e-05	0.000515	0.000106	-1	-1	-1	-1	-1	0.015724	-1	0.014392	-1	8.9e-05	3e-06	0.000822	2.1e-05	-1	-1	-1	0.003161	0.207801	-1	0.004661	-1	-1	2.5e-05	-1	-1	-1	-1	7e-06	-1	6.4e-05	-1	-1	-1	-1	-1	-1	0.207801
TMEM87A_42267349_D	-1	0.068539	-1	0.011775	-1	0.110252	-1	2e-06	0.047314	-1	-1	0.118739	-1	-1	-1	-1	0.071283	0.010422	-1	-1	0.000963	-1	-1	-1	0.110252	0.045115	-1	0.067201	-1	-1	-1	-1	0.171761	-1	0.207776	0.110252	-1	-1	-1	0.010367	0.171761	0.067201	-1	-1	-1	-1	-1	-1	-1	-1	2e-06	-1	0.047127	-1	0.009297	-1	-1	0.171761	-1	-1	-1	-1	3.7e-05	-1	-1	-1	-1	-1	-1	-1	-1	0.110252	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1.9e-05	-1	-1	-1	0.057753	-1	0.055763	-1	-1	-1	-1	-1	-1	0.207776
MYO7A_77197314_D	0.033898	9.6e-05	-1	0.117933	-1	0.001193	0.020118	0.023002	0.000622	-1	-1	0.001495	8e-05	0.002908	6e-06	-1	0.028242	0.00433	0.000815	-1	-1	-1	-1	0.002555	0.00084	1e-06	0.002341	0.002359	0.000598	-1	5.9e-05	-1	0.000174	0.00016	0.007836	0.001996	-1	7.9e-05	-1	0.00276	0.050399	0.003656	-1	0.090309	-1	-1	0.000361	0.005039	-1	-1	0.023002	-1	1e-06	0.004799	4e-05	-1	-1	0.004086	7e-06	-1	1.1e-05	-1	0.001005	-1	-1	1.1e-05	-1	-1	-1	-1	0.000545	0.000495	-1	-1	-1	0.001477	-1	-1	-1	-1	0.010962	0.207754	-1	-1	0.001459	-1	0.000848	-1	-1	-1	1.1e-05	0.000407	-1	0.000115	-1	-1	-1	-1	-1	0.004708	0.207754
